kodi_projekti,emertimi,kodi_institucioni,kodi_programi,viti_fiskal,kodi_llogarie_ekonomike,burimi_i_financimit
PRJ-004574,Blerje paisje kompjuterike dhe printera per nevojat e Bashkisë Kukës dhe Njësive Administrative,INST-0144,,2025,231,Financim i huaj
PRJ-004575,Blerje makine frigoriferike,INST-0131,,2025,231,Buxheti i Shtetit
PRJ-004576,“Blerje dhe instalim i kondicionerëve” për vitin 2025 për nevoja të Universitetit “Ismail Qemali” Vlorë”,INST-1010,,2025,230,Buxheti i Shtetit
PRJ-004577,"Loti II:Mikser audio për sallë gjyqi, Kompjuter për sallë gjyqi, Kamera IP për sallë gjyqi, Mikrofona për sallë gjyqi",INST-0940,,2025,231,Financim i huaj
PRJ-004578,"Zhvillimi i kolektorit kabllor, tunel kabllor per sistemimin e kabllove qe dalin nga N/Stacioni Rajonal 220/35/20 kV",INST-0243,,2025,230,Buxheti i Shtetit
PRJ-004579,Rehabilitimi i kanalit vaditës të Trushes Vergo-Delvinë (pjesa e dytë),INST-0120,,2025,231,Buxheti i Shtetit
PRJ-004580,Kryerje e shërbimit të Gjelbërimit në SUT” për një periudhë 36 mujore,INST-0621,,2025,231,Financim i huaj
PRJ-004581,Blerje materiale të shërbimit të ndërlidhjes,INST-0552,,2025,230,Financim i huaj
PRJ-004582,“Blerje shërbimi për larje automjete”,INST-0172,,2025,231,Të ardhura të trashiguara
PRJ-004583,Upgrade Oracle JDE,INST-0098,,2025,231,Të ardhura të trashiguara
PRJ-004584,Blerje automjete Rul dhe Kamioncine per nevojat e Agjensise se Puneve Publike dhe Mirembajtjes,INST-0059,,2025,230,Të ardhura të trashiguara
PRJ-004585,Blerje dru zjarri per shkollat,INST-0046,,2025,230,Financim i huaj
PRJ-004586,Blerje materiale kancelarie,INST-1011,,2025,231,Buxheti i Shtetit
PRJ-004587,“ Blerje Gazoili për Mjetet e Bashkisë Lushnjë  dhe MZSH-së ”,INST-0149,,2025,231,Të ardhura të trashiguara
PRJ-004588,Blerje mobilje dhe pajisje për kopështin me drekë,INST-0156,,2025,231,Buxheti i Shtetit
PRJ-004589,Sistemim Asfaltim rruga Rrustemajve ne Culaj,INST-0150,,2025,230,Buxheti i Shtetit
PRJ-004590,"Zhvillim I linjes TM 20 kv nga N/Stacioni Velipoje deri ne kabinen Box 15/ F 5, mbikalimi I lagunes, kabinave 20 kv dhe rrjetit TU me percjelles me vetembajtje ABC per fiderin F5, N/Stacioni Velipoje 110/20 kv",INST-0242,,2025,231,Të ardhura të trashiguara
PRJ-004591,"Sistemim i segmentit TM te fiderit ekzistues F15 si dhe Fideri i ri 20 Kv, F3, N/St 110/20/6 kv Shkodra 2",INST-0242,,2025,230,Financim i huaj
PRJ-004592,"Loti 3: Shërbim për mirëmbajtje dhe riparim të mjeteve të rënda (Riparimi i mjeteve të transportit mbi 3.5 Ton dhe të rënda) të Ndërmarrjes së Shërbimeve Publike, Bashkia Fier",INST-0574,,2025,230,Financim i huaj
PRJ-004593,Bileta te transportit ajror nderkombetar,INST-0101,,2025,231,Të ardhura të trashiguara
PRJ-004594,“Furnizim- Vendosje Pajisje Mjekësore Aparatura Laparoskopie për Kirurgjinë Abdominale dhe Furnizim-Vendosje pajisja mjekësore CT Scanner,INST-0852,,2025,231,Të ardhura të trashiguara
PRJ-004595,Furnizim vendosje kondicionerë,INST-1011,,2025,230,Buxheti i Shtetit
PRJ-004596,"Loti 2 Zhvendosje (Demontim , transport, instalim dhe kalibrim ) Grafi dhe Skopi Toshiba",INST-0396,,2025,230,Të ardhura të trashiguara
PRJ-004597,Tiranë (Shqipëri) - Milano (Itali) - Tiranë (Shqipëri),INST-0336,,2025,230,Buxheti i Shtetit
PRJ-004598,Auditimi i projekteve dhe granteve të financuara nga Banka Botërore,INST-0550,,2025,231,Të ardhura të trashiguara
PRJ-004599,"Auditimi i Jashtëm i Projekteve dhe Granteve me Financim të Huaj për vitin 2024, 2025, 2026",INST-0550,,2025,231,Buxheti i Shtetit
PRJ-004600,Auditimi i projekteve dhe granteve të financuar nga donatorë të tjerë,INST-0550,,2025,230,Financim i huaj
PRJ-004601,Upgrade i teknologjise Hrdware/Software si dhe perditesim te funksionaliteteve te Sistemit Billing dhe CRM,INST-0623,,2025,230,Të ardhura të trashiguara
PRJ-004602,“Blerje bileta Udhetimi”.,INST-0146,,2025,230,Të ardhura të trashiguara
PRJ-004603,"Loti 3: Infektive - Mbetjet, grumbullimi dhe asgjesimi I të cilave kërkon trajtim të veçante per te parandaluar infeksionet",INST-0393,,2025,230,Financim i huaj
PRJ-004604,"Loti 2: Anatomiket - Pjesë të trupit dhe organe, përfshirë qeset dhe konservuesit e gjakut dhe rezervat e gjakut, (përveç 18 01 03) sende të ndotura me gjak serume dhe plazme, mbetje të mjekimeve dhe vaksinave, mbetje izolimi nga pacientë me koefiçentë in",INST-0393,,2025,231,Buxheti i Shtetit
PRJ-004605,"Evadim, Trajtim dhe Asgjesim i Mbetjeve të Rrezikshme Spitalore në Spitalin Rajonal Lezhe",INST-0393,,2025,230,Financim i huaj
PRJ-004606,"Loti 1:  Te mprehtat - Instrumente të mprehta të përdorura si age, bisturite, shiringa, brisqe, instrumente të mprehta, qelqe të thyera dhe të ndotura, tuba reanimacioni dhe materiale të tjera të ngjashme (përveç 18 01 03)",INST-0393,,2025,230,Financim i huaj
PRJ-004607,Blerje fadrome,INST-0150,,2025,231,Buxheti i Shtetit
PRJ-004608,Blerje Dru Zjarri,INST-0144,,2025,231,Financim i huaj
PRJ-004609,"1 “Mbrojtja dhe rehabilitimi i tokave të demtuara,ndertimin e mureve mbajtese,argjinaturave te ndryshme”",INST-0161,,2025,231,Të ardhura të trashiguara
PRJ-004610,"“Stacioni i ri te pompave në Gajde , dublin pusi,depo e re dhe plotësimin e linjave të dërgimit për njësit Fiershegan,Allkaj,(Cukas,Toshkëz),Krutje (Fier i Ri),Bubullime Imsht’’",INST-0968,,2025,231,Buxheti i Shtetit
PRJ-004611,"""Blerje bileta udhëtimi ajror Tiranë – Milano - Tiranë”",INST-0456,,2025,230,Financim i huaj
PRJ-004612,“Blerje Gazoili për nevojat e NPP dhe Bordit të Ujitjes dhe Kullimit”-Marrëveshje Kuadër me një operator ekonomik ku të gjitha kushtet janë të përcaktuara me afat 12 muaj.,INST-0570,,2025,230,Financim i huaj
PRJ-004613,Blerje te biletave te transportit nderkombetar ajror nderkombetar me destinacion Tirane -Stamboll- Tirane,INST-0556,,2025,231,Të ardhura të trashiguara
PRJ-004614,“Blerje biletë udhëtimi me itinerar vajtje ardhje ““Tiranë – Milan Bergamo– Tiranë”,INST-0505,,2025,231,Të ardhura të trashiguara
PRJ-004615,Blerje bilete  Tiranë (Shqipëri) – New York (SHBA) - Tiranë (Shqipëri),INST-0336,,2025,230,Financim i huaj
PRJ-004616,Blerje te biletave te transportit nderkombetar ajror me destinacion Tirane- Stamboll- Tirane,INST-0556,,2025,231,Financim i huaj
PRJ-004617,Trasport Cakulli,INST-0063,,2025,230,Financim i huaj
PRJ-004618,Blerje Furgon(Mikrobus),INST-0666,,2025,231,Financim i huaj
PRJ-004619,Blerje paisje TIK,INST-0532,,2025,231,Të ardhura të trashiguara
PRJ-004620,Sherbimi i printimit dhe zarfimit të faturave për nevojat e SHRUKD sh.a,INST-0961,,2025,230,Të ardhura të trashiguara
PRJ-004621,Blerje bileta transporti ajror ndërkombëtar në përgjigje të ftesës së ardhur nga Teatri Kombëtar Kroat në Zagreb,INST-0997,,2025,231,Buxheti i Shtetit
PRJ-004622,Blerje eskavator me goma,INST-0150,,2025,231,Financim i huaj
PRJ-004623,Blerje bileta udhëtimi ajror,INST-0659,,2025,231,Financim i huaj
PRJ-004624,“Blerje pajisje për sistemin BICES”.,INST-0552,,2025,230,Financim i huaj
PRJ-004625,Sistemim Asfaltim rruga e Liqenit Artificial (Gruemire Cesme),INST-0150,,2025,230,Buxheti i Shtetit
PRJ-004626,Implementimi dhe investimi ne nje zgjidhje te konsolidur per Integrimin e te dhenave (Middleware),INST-0623,,2025,230,Të ardhura të trashiguara
PRJ-004627,"Rikonstruksion i rrjetit TM-10KV, TU 0.4kV me kabëll ‘A.B.C’ në Njësinë Kurbin, Drejtoria Rajonale Burrel, Zona: Bushnesh, Dukagjin",INST-0235,,2025,230,Buxheti i Shtetit
PRJ-004628,Furnizimi me energji elektrike i Parkut Teknologjik DURANA,INST-0243,,2025,230,Financim i huaj
PRJ-004629,-	Loti 2. “Riparim mirëmbajtje të pajisjeve të zyrave – Kyocera TaskALFA 6002i; Kyocera TaskALFA 3212i; Kyocera TaskALFA 3011i;  Printer OKI MB472”.,INST-0327,,2025,231,Të ardhura të trashiguara
PRJ-004630,Riparim mirëmbajtje të pajisjeve të zyrave e ndarë në 2(dy) lote,INST-0327,,2025,230,Buxheti i Shtetit
PRJ-004631,"-	Loti 1. “Riparim mirëmbajtje të pajisjeve të  zyrave - Xerox Versalink B7030; Xerox Versalink B7035, Xerox Altalink B8055; Xerox WC 5330; Xerox Altalink B8155"".",INST-0327,,2025,230,Financim i huaj
PRJ-004632,"""Blerje kançelari""",INST-0005,,2025,231,Të ardhura të trashiguara
PRJ-004633,Loti 28- Sistemi kardiovaskular Losartan 100 mg Tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004634,Loti 29- Sistemi kardiovaskular Digoxin 0.5 mg/2 ml Ampule,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004635,Loti 31- Sistemi kardiovaskular Lisinopril 20 mg Tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004636,Loti 32- Sistemi kardiovaskular Naproxen 500 mg Tablete,INST-0853,,2025,231,Financim i huaj
PRJ-004637,Loti 33- Sistemi kardiovaskular Hydrocortisone sodium succinate 100 mg	Flakon(pluhur) +Ampule(hollues),INST-0853,,2025,231,Financim i huaj
PRJ-004638,Loti 35- Sistemi muskolo-skeletik Piroxicam 20 mg/ml - 1 ml Flakon,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004639,Loti 36- Sistemi muskolo-skeletik Gabapentin 300 mg Kapsule,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004640,Loti 38- Sistemi nervor Paracetamol + Hyoscine Butylbromide (600 + 20) mg/4 ml - 4 ml Ampule,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004641,Loti 39- Sistemi nervor Amisulpride 400 mg Tablete,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004642,Loti 40- Sistemi nervor Aciclovir 400 mg Tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004643,Loti 41- Sistemi nervor Donepezil Hydrochloride 5 mg Tablete,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004644,Loti 42- Sistemi nervor Venlafaxine 75 mg Kapsule,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004645,Loti 43- Sistemi nervor Lamotrigine 50 mg  Tablete,INST-0853,,2025,230,Financim i huaj
PRJ-004646,Loti 45- Sistemi nervor Levodopa + Carbidopa 250 mg + 25mg Tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004647,Loti 46- Sistemi nervor Zolpidem 10 mg Tablete,INST-0853,,2025,231,Financim i huaj
PRJ-004648,Loti 47- Sistemi respirator Salmeterol xinafoate Pressurised inhalation suspension x 25mcg/dose - 120 metered doses Flakon,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004649,Loti 48- Sistemi respirator Salbutamol 4mg Tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004650,Loti 51- Gjaku dhe organet formuese te gjakut Folic acid 5mg Tablete,INST-0853,,2025,231,Financim i huaj
PRJ-004651,Pershtatja dhe mobilimi i Show Roomit tek Muzeu Historik i Qytetit Bajram Curri,INST-0173,,2025,231,Buxheti i Shtetit
PRJ-004652,Loti 54- Sistemi kardiovaskular Atenolol 100 mg Tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004653,Loti 56- Sistemi kardiovaskular Amlodipine 10 mg Tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004654,Loti 58- Sistemi kardiovaskular Metoprolol 100 mg Tablete,INST-0853,,2025,230,Financim i huaj
PRJ-004655,Loti 59- Sistemi kardiovaskular Simvastatine 40 mg Tablete,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004656,Loti 60- Sistemi kardiovaskular Carvedilol 25 mg Tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004657,Loti 63- Sistemi nervor Diazepam 5 mg Tablete,INST-0853,,2025,231,Financim i huaj
PRJ-004658,Loti 69- Barna hormonale sistemike dhe hormonet seksuale	Somatostatine 3mg/ml-1ml Flakon,INST-0853,,2025,231,Të ardhura të trashiguara
PRJ-004659,Loti 70- Sistemi kardiovaskular Ranolazine 375mg Tablete,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004660,Loti 71- Anti-infektive te pergjithshem Human Rabies Immunoglobuline	150 UI/Tablete/ Kapsule,INST-0853,,2025,231,Të ardhura të trashiguara
PRJ-004661,Loti 72- Anti-infektive te pergjithshem Amoxicillin + Acid Clavulonic 1gr+200mg flakon,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004662,Loti 74- Sistemi kardiovaskular Amiodarone	150 mg /3ml-3ml Ampule,INST-0853,,2025,230,Financim i huaj
PRJ-004663,Loti 77- Sistemi respirator Ambroxol 15mg/5ml-100 ml	ampule,INST-0853,,2025,231,Të ardhura të trashiguara
PRJ-004664,Loti 78- Sistemi respirator Salbutamol	5mg/ml-20ml flakon,INST-0853,,2025,230,Financim i huaj
PRJ-004665,Loti 81- Organet e shqisave Tropicamide 5mg/ml	flakon,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004666,Loti 82- Metabolizmi dhe trakti tretes Benzydamine hydrochloride 0.15%-120ml flakon,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004667,Loti 83- Sistemi kardiovaskular Finerenone 10mg	tablete,INST-0853,,2025,231,Të ardhura të trashiguara
PRJ-004668,Loti 84- Sistemi Dermatologjise	Lidocaine+Prilocaine	Cream x(2.5g+2.5g)100g	tubet,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004669,Loti 89- Sistemi kardiovaskular 	Ivabradin	5mg	tablete,INST-0853,,2025,231,Financim i huaj
PRJ-004670,Loti 90- Barna Antineoplastike dhe immunomodulatore  Cyclophsphamide  50mg tablete,INST-0853,,2025,230,Financim i huaj
PRJ-004671,Loti 91- Sistemi kardiovaskular 	Cilostazol 	100mg	Tablete,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004672,Loti 92- Sistemi Nervor	Levetiracetam	500mg	tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004673,Loti 95- Sistemi kardiovaskular 	Vericiguat	2.5mg	tablete,INST-0853,,2025,231,Financim i huaj
PRJ-004674,Loti 97- Barna Antineoplastike dhe immunomodulatore  	Mycophenolate	:250mg:	tablete:,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004675,Loti 99- Sistemi nervor	Methadon	10mg/ml	flakon,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004676,Loti 26- Sistemi kardiovaskular Nitroglycerine 0.3 mg Tablete,INST-0853,,2025,230,Financim i huaj
PRJ-004677,Loti 65- Sistemi nervor Quetiapine 300 mg Tablete,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004678,Loti 34- Sistemi kardiovaskular Labetalol 5mg/ml Flakon/ Ampule,INST-0853,,2025,231,Financim i huaj
PRJ-004679,Loti 98- Barna Antineoplastike dhe immunomodulatore  	Mycophenolate	200ml:	shurup,INST-0853,,2025,230,Financim i huaj
PRJ-004680,Loti 87- Metabolizmi dhe trakti tretes	Empagliflozin 	10mg	tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004681,Loti 25- Psikiatria Clonazepam 2 mg Tablete,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004682,Loti 23- Psikiatria  Lorazepam 2.5 mg Tablete,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004683,Loti 22- Psikiatria  Lithium carbonate 250 mg Tablete,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004684,Loti 21- Organet e shqisave  Acetazolamide 	250 mg Tablete,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004685,Loti 16- Organet e shqisave  Betamethasone + Chloramphenicol (2mg + 5mg)/ml - 5 ml Flakon,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004686,Loti 14- Gjaku dhe organet formuese te gjakut Warfarin sodium 3 mg Tablete,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004687,Loti 13- Gjaku dhe organet formuese te gjakut Fusidic acid 2% - 15 gr Tubet,INST-0853,,2025,230,Financim i huaj
PRJ-004688,Loti 12- Gjaku dhe organet formuese te gjakut Acenocoumarol 4 mg Tablete,INST-0853,,2025,231,Të ardhura të trashiguara
PRJ-004689,"Loti 11- Barna hormonale sistemike, hormonet seksuale Octreotide 0.05 mg/ml - 1 ml Ampule",INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004690,Loti 10- Barna dermatologjike Ketoconazole 20 mg/gr - 30 gr Tubet,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004691,Loti 9- Barna Antineoplastike dhe immunomodulatore  Mercaptopurine 50 mg Tablete,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004692,Loti 8- Barna Antineoplastike dhe immunomodulatore  Topotecan hydrochloride 4 mg/4 ml Flakon,INST-0853,,2025,230,Financim i huaj
PRJ-004693,Loti 7- Antituberkulare Rifampicin 300 mg Kapsule,INST-0853,,2025,230,Të ardhura të trashiguara
PRJ-004694,Loti 5- Anti-infektive te pergjithshem Azithromycin 250 mg Tablete/ Kapsule,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004695,Loti 4- Anti-infektive te pergjithshem Amoxicillin + Clavulanic Acid (125 mg + 31.25mg)/5 ml - 100 ml Flakon,INST-0853,,2025,230,Buxheti i Shtetit
PRJ-004696,"Loti 3- Anti-infektive te pergjithshem Levofloxacin Eye drops, solution x  0.5% - 10 ml Flakon",INST-0853,,2025,231,Financim i huaj
PRJ-004697,Blerje barna te anulluara per mbulimin e nevojave 24 mujore,INST-0853,,2025,230,Financim i huaj
PRJ-004698,Loti 1- Anestezi Reanimacion Lidocaine hydrochloride + Chlorhexidine dihydrochloride (2 g + 0.05 g)/100 g Shiringe fizarmonike x 12.5 g,INST-0853,,2025,231,Buxheti i Shtetit
PRJ-004699,"“Rikonstruksioni i rrjetit TM dhe rikonstruksioni i 4 kabinave të mbetura (Verbas 3, Verbas 1, Portëza 10, Qaf Stefan 1) dhe Rrjeti TU për Fiderin Pulari 1, Nënstacioni Fier 1 35/6 kV”",INST-0243,,2025,230,Buxheti i Shtetit
PRJ-004700,Blerje biletë udhëtimi me itinerar vajtje ardhje “Tiranë – Copenhagen– Tiranë”,INST-0505,,2025,231,Buxheti i Shtetit
PRJ-004701,Blerje mjeti eskavator me goma,INST-0144,,2025,231,Të ardhura të trashiguara
PRJ-004702,"Blerje mjeti tip kamion dhe fadromë, Bashkia Kolonjë, viti 2025",INST-0139,,2025,231,Financim i huaj
PRJ-004703,Lot 5 Suxamethonium chloride 100 mg Flakon,INST-0986,,2025,231,Të ardhura të trashiguara
PRJ-004704,Lot 4 Phytomenadion (Vitamin K) 10mg/1ml - 1 ml Ampule,INST-0986,,2025,231,Të ardhura të trashiguara
PRJ-004705,Lot 3 Amiodarone  150 mg/3 ml - 3 ml  Ampule,INST-0986,,2025,231,Buxheti i Shtetit
PRJ-004706,Lot 2 Gemcitabine 1 gr Flakon,INST-0986,,2025,230,Buxheti i Shtetit
PRJ-004707,Blerje medikamente te deleguara i ndare ne pese lote,INST-0986,,2025,231,Të ardhura të trashiguara
PRJ-004708,Lot 1 Filgastrim 300 µg/0.5 ml Shiringe e para pergatitur,INST-0986,,2025,230,Buxheti i Shtetit
PRJ-004709,"“Permiresim i banesave ekzistuese per komunitete te varfera dhe te pa favorizuara,Bashkia Peqin",INST-0157,,2025,231,Financim i huaj
PRJ-004710,"“Detergjentë, produkte higjenosanitare dhe aksesorë në ndihmë të pastrimit” për vitin 2025.",INST-0364,,2025,231,Të ardhura të trashiguara
PRJ-004711,"Sinjalistikë vertikale (Tabela, tuba e atrecatura)",INST-0337,,2025,231,Buxheti i Shtetit
PRJ-004712,“Pajisje dhe orendi mobilimi për objektet arsimore”,INST-0172,,2025,231,Të ardhura të trashiguara
PRJ-004713,Blerje pjesë këmbimi Elektrike Elektronike për  Vinca Mobile,INST-0098,,2025,231,Buxheti i Shtetit
PRJ-004714,Blerje Mjete Transporti,INST-0337,,2025,230,Financim i huaj
PRJ-004715,Blerje Biletash,INST-0956,,2025,231,Buxheti i Shtetit
PRJ-004716,Blerje materiale per mirembatjen e shkollave,INST-0157,,2025,231,Të ardhura të trashiguara
PRJ-004717,BLERJE DRU ZJARRI PER SHKOLLAT,INST-0046,,2025,230,Buxheti i Shtetit
PRJ-004718,Blerja e një automjeti për të ofruar shërbime të kontaktit në zonat e largëta,INST-0131,,2025,231,Financim i huaj
PRJ-004719,Loti 18:  Mirembajtja e aparaturave mjekesore te prodhuesit MIDMARK ose ekuivalentin e saj,INST-0393,,2025,231,Financim i huaj
PRJ-004720,Loti 16:  Mirembajtja e aparaturave mjekesore te prodhuesit J&J ose ekuivalentin e saj,INST-0393,,2025,230,Të ardhura të trashiguara
PRJ-004721,Loti 14:  Mirembajtja e aparaturave mjekesore te prodhuesit AXION ose ekuivalentin e saj,INST-0393,,2025,231,Buxheti i Shtetit
PRJ-004722,Loti 12:  Mirembajtja e aparaturave mjekesore te prodhuesit KLS Martin ose ekuivalentin e saj,INST-0393,,2025,230,Buxheti i Shtetit
PRJ-004723,Loti 10:  Mirembajtja e aparaturave mjekesore te prodhuesit OLYMPUS  ose ekuivalentin e saj,INST-0393,,2025,231,Buxheti i Shtetit
PRJ-004724,Loti 9:  Mirembajtja e aparaturave mjekesore te prodhuesit KANMED ose ekuivalentin e saj,INST-0393,,2025,231,Buxheti i Shtetit
PRJ-004725,Loti 8:  Mirembajtja e aparaturave mjekesore te prodhuesit EDAN  ose ekuivalentin e saj,INST-0393,,2025,231,Të ardhura të trashiguara
PRJ-004726,"“Daljet e fiderave nga N/St Fieri i Ri Nr. 2, 110/20 kV te cilat do te lidhen unaze me Fiderat e N/St Fier i Ri, 110/20 kV Mbrostar+ 1 Fider”",INST-0243,,2025,230,Të ardhura të trashiguara
PRJ-004727,Loti i katërt: “Blerje fruta perime për Konviktet e Shkollave të Mesme”,INST-0319,,2025,230,Buxheti i Shtetit
PRJ-004728,Loti i tretë:“Blerje ushqime blegtorale për Konviktet e Shkollave te Mesme”,INST-0319,,2025,231,Të ardhura të trashiguara
PRJ-004729,Loti i dytë:“Blerje ushqime koloniale për Konviktet e Shkollave të Mesme”,INST-0319,,2025,231,Të ardhura të trashiguara
PRJ-004730,Blerje Artikuj Ushqimore,INST-0319,,2025,230,Të ardhura të trashiguara
PRJ-004731,Loti i parë:  “Blerje buke për Konviktet e Shkollave të Mesme”,INST-0319,,2025,230,Buxheti i Shtetit
