kodi_projekti,referenca_kerkeses_obp,real_ref_no,chain_status,numri_angazhimit,numri_kontrates,real_winner_nipt,real_contract_value,numri_fatures,fature_statusi,numri_urdherit_shpenzimit,contract_link_is_real_match
PRJ-003011,REQ-003012,REF-84266-05-05-2026,procured_and_contracted,ANG-0001195,KontratëNr-0001196,K61611004I,11500.0,FAT-0002380,pranuar,URDH-0002171,False
PRJ-003011,REQ-003012,REF-84266-05-05-2026,procured_and_contracted,ANG-0001195,KontratëNr-0001196,K61611004I,11500.0,FAT-0002381,pranuar,URDH-0002172,False
PRJ-003011,REQ-003012,REF-84266-05-05-2026,procured_and_contracted,ANG-0001195,KontratëNr-0001196,K61611004I,11500.0,FAT-0002382,pranuar,URDH-0002173,False
PRJ-003012,REQ-003013,REF-84308-05-05-2026,procured_and_contracted,ANG-0001192,,L62302021Q,76850.0,FAT-0002375,pranuar,URDH-0002166,False
PRJ-003012,REQ-003013,REF-84308-05-05-2026,procured_and_contracted,ANG-0001192,,L62302021Q,76850.0,FAT-0002376,pranuar,URDH-0002167,False
PRJ-003013,REQ-003014,REF-84262-05-05-2026,procured_and_contracted,ANG-0001165,KontratëNr-0001166,J61825037N,217500.0,FAT-0002321,pranuar,URDH-0002116,False
PRJ-003013,REQ-003014,REF-84262-05-05-2026,procured_and_contracted,ANG-0001165,KontratëNr-0001166,J61825037N,217500.0,FAT-0002322,pranuar,URDH-0002117,False
PRJ-003014,REQ-003015,REF-84239-05-05-2026,procured_and_contracted,ANG-0001174,KontratëNr-0001175,L92112031B,192759.0,FAT-0002337,pranuar,URDH-0002129,False
PRJ-003014,REQ-003015,REF-84239-05-05-2026,procured_and_contracted,ANG-0001174,KontratëNr-0001175,L92112031B,192759.0,FAT-0002338,pranuar,URDH-0002130,False
PRJ-003014,REQ-003015,REF-84239-05-05-2026,procured_and_contracted,ANG-0001174,KontratëNr-0001175,L92112031B,192759.0,FAT-0002339,pranuar,URDH-0002131,False
PRJ-003015,REQ-003016,REF-84276-05-05-2026,procured_and_contracted,ANG-0001178,KontratëNr-0001179,J91809007H,23717.0,FAT-0002346,pranuar,URDH-0002138,False
PRJ-003016,REQ-003017,REF-84391-05-05-2026,procured_and_contracted,ANG-0001166,KontratëNr-0001167,L31714005J,406125.0,FAT-0002323,refuzuar,,False
PRJ-003016,REQ-003017,REF-84391-05-05-2026,procured_and_contracted,ANG-0001166,KontratëNr-0001167,L31714005J,406125.0,FAT-0002324,pranuar,URDH-0002118,False
PRJ-003017,REQ-003018,REF-84387-05-05-2026,procured_and_contracted,ANG-0001167,,K41420001V,534000.0,FAT-0002325,pranuar,URDH-0002119,False
PRJ-003017,REQ-003018,REF-84387-05-05-2026,procured_and_contracted,ANG-0001167,,K41420001V,534000.0,FAT-0002326,pranuar,URDH-0002120,False
PRJ-003017,REQ-003018,REF-84387-05-05-2026,procured_and_contracted,ANG-0001167,,K41420001V,534000.0,FAT-0002327,pranuar,URDH-0002121,False
PRJ-003018,REQ-003019,REF-84383-05-05-2026,procured_and_contracted,ANG-0001168,KontratëNr-0001169,M42411028E,640000.0,FAT-0002328,pranuar,URDH-0002122,False
PRJ-003018,REQ-003019,REF-84383-05-05-2026,procured_and_contracted,ANG-0001168,KontratëNr-0001169,M42411028E,640000.0,FAT-0002329,pranuar,URDH-0002123,False
PRJ-003019,REQ-003020,REF-84381-05-05-2026,procured_and_contracted,ANG-0001169,KontratëNr-0001170,K53717806Q,898800.0,FAT-0002330,pranuar,URDH-0002124,False
PRJ-003020,REQ-003021,REF-84377-05-05-2026,procured_and_contracted,ANG-0001170,KontratëNr-0001171,L51609014F,30000.0,FAT-0002331,pranuar,URDH-0002125,False
PRJ-003021,REQ-003022,REF-84379-05-05-2026,procured_and_contracted,ANG-0001171,KontratëNr-0001172,J72124001N,300000.0,FAT-0002332,pranuar,URDH-0002126,False
PRJ-003021,REQ-003022,REF-84379-05-05-2026,procured_and_contracted,ANG-0001171,KontratëNr-0001172,J72124001N,300000.0,FAT-0002333,pranuar,URDH-0002127,False
PRJ-003021,REQ-003022,REF-84379-05-05-2026,procured_and_contracted,ANG-0001171,KontratëNr-0001172,J72124001N,300000.0,FAT-0002334,pranuar,URDH-0002128,False
PRJ-003022,REQ-003023,REF-84270-05-05-2026,procured_and_contracted,ANG-0001175,KontratëNr-0001176,K91530017T,20800.0,FAT-0002340,pranuar,URDH-0002132,False
PRJ-003022,REQ-003023,REF-84270-05-05-2026,procured_and_contracted,ANG-0001175,KontratëNr-0001176,K91530017T,20800.0,FAT-0002341,pranuar,URDH-0002133,False
PRJ-003023,REQ-003024,REF-84403-05-05-2026,procured_and_contracted,ANG-0001159,,K11501002D,443000.0,FAT-0002309,pranuar,URDH-0002105,False
PRJ-003023,REQ-003024,REF-84403-05-05-2026,procured_and_contracted,ANG-0001159,,K11501002D,443000.0,FAT-0002310,pranuar,URDH-0002106,False
PRJ-003024,,,never_procured,,,,,,,,
PRJ-003025,,,never_procured,,,,,,,,
PRJ-003026,REQ-003027,REF-84247-05-05-2026,procured_and_contracted,ANG-0001176,KontratëNr-0001177,K41420001V,806500.0,FAT-0002342,pranuar,URDH-0002134,False
PRJ-003027,REQ-003028,REF-84353-05-05-2026,procured_and_contracted,ANG-0001160,KontratëNr-0001161,J84015104A,820000.0,FAT-0002311,pranuar,URDH-0002107,False
PRJ-003028,REQ-003029,REF-84350-05-05-2026,procured_and_contracted,ANG-0001161,KontratëNr-0001162,L52020002V,750000.0,FAT-0002312,pranuar,URDH-0002108,False
PRJ-003028,REQ-003029,REF-84350-05-05-2026,procured_and_contracted,ANG-0001161,KontratëNr-0001162,L52020002V,750000.0,FAT-0002313,pranuar,URDH-0002109,False
PRJ-003029,REQ-003030,REF-84346-05-05-2026,procured_and_contracted,ANG-0001162,,K31503045V,398800.0,FAT-0002314,pranuar,URDH-0002110,False
PRJ-003029,REQ-003030,REF-84346-05-05-2026,procured_and_contracted,ANG-0001162,,K31503045V,398800.0,FAT-0002315,refuzuar,,False
PRJ-003029,REQ-003030,REF-84346-05-05-2026,procured_and_contracted,ANG-0001162,,K31503045V,398800.0,FAT-0002316,pranuar,URDH-0002111,False
PRJ-003030,REQ-003031,REF-84348-05-05-2026,procured_and_contracted,ANG-0001163,KontratëNr-0001164,M46915401B,225000.0,FAT-0002317,pranuar,URDH-0002112,False
PRJ-003030,REQ-003031,REF-84348-05-05-2026,procured_and_contracted,ANG-0001163,KontratëNr-0001164,M46915401B,225000.0,FAT-0002318,pranuar,URDH-0002113,False
PRJ-003030,REQ-003031,REF-84348-05-05-2026,procured_and_contracted,ANG-0001163,KontratëNr-0001164,M46915401B,225000.0,FAT-0002319,pranuar,URDH-0002114,False
PRJ-003031,REQ-003032,REF-84255-05-05-2026,procured_and_contracted,ANG-0001179,KontratëNr-0001180,K41420001V,172000.0,FAT-0002347,pranuar,URDH-0002139,False
PRJ-003032,,,never_procured,,,,,,,,
PRJ-003033,,,never_procured,,,,,,,,
PRJ-003034,,,never_procured,,,,,,,,
PRJ-003035,,,never_procured,,,,,,,,
PRJ-003036,,,never_procured,,,,,,,,
PRJ-003037,REQ-003038,REF-84163-05-04-2026,procured_and_contracted,ANG-0001155,KontratëNr-0001156,J62426002Q,99789.0,FAT-0002300,pranuar,URDH-0002097,False
PRJ-003038,,,never_procured,,,,,,,,
PRJ-003039,REQ-003040,REF-84179-05-04-2026,procured_and_contracted,ANG-0001149,KontratëNr-0001150,L62302021Q,449000.0,FAT-0002286,pranuar,URDH-0002084,False
PRJ-003039,REQ-003040,REF-84179-05-04-2026,procured_and_contracted,ANG-0001149,KontratëNr-0001150,L62302021Q,449000.0,FAT-0002287,pranuar,URDH-0002085,False
PRJ-003039,REQ-003040,REF-84179-05-04-2026,procured_and_contracted,ANG-0001149,KontratëNr-0001150,L62302021Q,449000.0,FAT-0002288,pranuar,URDH-0002086,False
PRJ-003040,REQ-003041,REF-84174-05-04-2026,procured_and_contracted,ANG-0001150,KontratëNr-0001151,K41531001K,1852435.29,FAT-0002289,pranuar,URDH-0002087,False
PRJ-003040,REQ-003041,REF-84174-05-04-2026,procured_and_contracted,ANG-0001150,KontratëNr-0001151,K41531001K,1852435.29,FAT-0002290,refuzuar,,False
PRJ-003040,REQ-003041,REF-84174-05-04-2026,procured_and_contracted,ANG-0001150,KontratëNr-0001151,K41531001K,1852435.29,FAT-0002291,pranuar,URDH-0002088,False
PRJ-003041,REQ-003042,REF-84181-05-04-2026,procured_and_contracted,ANG-0001151,KontratëNr-0001152,M62717203D,99382.0,FAT-0002292,pranuar,URDH-0002089,False
PRJ-003041,REQ-003042,REF-84181-05-04-2026,procured_and_contracted,ANG-0001151,KontratëNr-0001152,M62717203D,99382.0,FAT-0002293,pranuar,URDH-0002090,False
PRJ-003042,REQ-003043,REF-84116-05-04-2026,procured_and_contracted,ANG-0001158,KontratëNr-0001159,K36528217C,183600.0,FAT-0002306,pranuar,URDH-0002102,False
PRJ-003042,REQ-003043,REF-84116-05-04-2026,procured_and_contracted,ANG-0001158,KontratëNr-0001159,K36528217C,183600.0,FAT-0002307,pranuar,URDH-0002103,False
PRJ-003042,REQ-003043,REF-84116-05-04-2026,procured_and_contracted,ANG-0001158,KontratëNr-0001159,K36528217C,183600.0,FAT-0002308,pranuar,URDH-0002104,False
PRJ-003043,REQ-003044,REF-84095-05-04-2026,procured_and_contracted,ANG-0001152,KontratëNr-0001153,M32113053I,360000.0,FAT-0002294,pranuar,URDH-0002091,False
PRJ-003043,REQ-003044,REF-84095-05-04-2026,procured_and_contracted,ANG-0001152,KontratëNr-0001153,M32113053I,360000.0,FAT-0002295,pranuar,URDH-0002092,False
PRJ-003044,REQ-003045,REF-84123-05-04-2026,procured_and_contracted,ANG-0001154,,K66607001U,874347.29,FAT-0002297,pranuar,URDH-0002094,False
PRJ-003044,REQ-003045,REF-84123-05-04-2026,procured_and_contracted,ANG-0001154,,K66607001U,874347.29,FAT-0002298,pranuar,URDH-0002095,False
PRJ-003044,REQ-003045,REF-84123-05-04-2026,procured_and_contracted,ANG-0001154,,K66607001U,874347.29,FAT-0002299,pranuar,URDH-0002096,False
PRJ-003045,,,never_procured,,,,,,,,
PRJ-003046,REQ-003047,REF-84018-05-01-2026,procured_and_contracted,ANG-0001153,KontratëNr-0001154,L64425401K,594000.0,FAT-0002296,pranuar,URDH-0002093,False
PRJ-003047,REQ-003048,REF-84068-05-04-2026,procured_and_contracted,ANG-0001156,KontratëNr-0001157,J72124001N,650000.0,FAT-0002301,pranuar,URDH-0002098,False
PRJ-003047,REQ-003048,REF-84068-05-04-2026,procured_and_contracted,ANG-0001156,KontratëNr-0001157,J72124001N,650000.0,FAT-0002302,pranuar,URDH-0002099,False
PRJ-003047,REQ-003048,REF-84068-05-04-2026,procured_and_contracted,ANG-0001156,KontratëNr-0001157,J72124001N,650000.0,FAT-0002303,refuzuar,,False
PRJ-003048,,,never_procured,,,,,,,,
PRJ-003049,,,never_procured,,,,,,,,
PRJ-003050,,,never_procured,,,,,,,,
PRJ-003051,,,never_procured,,,,,,,,
PRJ-003052,,,never_procured,,,,,,,,
PRJ-003053,,,never_procured,,,,,,,,
PRJ-003054,,,never_procured,,,,,,,,
PRJ-003055,,,never_procured,,,,,,,,
PRJ-003056,REQ-003057,REF-83978-04-30-2026,procured_and_contracted,ANG-0001142,,L92019017V,748000.0,FAT-0002276,pranuar,URDH-0002077,False
PRJ-003057,REQ-003058,REF-83907-04-30-2026,procured_and_contracted,ANG-0001147,KontratëNr-0001148,L26521001P,100000.0,FAT-0002284,pranuar,URDH-0002083,False
PRJ-003058,REQ-003059,REF-84016-05-01-2026,procured_and_contracted,ANG-0001157,KontratëNr-0001158,L52027085V,709030.0,FAT-0002304,pranuar,URDH-0002100,False
PRJ-003058,REQ-003059,REF-84016-05-01-2026,procured_and_contracted,ANG-0001157,KontratëNr-0001158,L52027085V,709030.0,FAT-0002305,pranuar,URDH-0002101,False
PRJ-003059,,,never_procured,,,,,,,,
PRJ-003060,REQ-003061,REF-83911-04-30-2026,procured_and_contracted,ANG-0001143,,M52311039R,159900.0,FAT-0002277,pranuar,URDH-0002078,False
PRJ-003061,REQ-003062,REF-83913-04-30-2026,procured_and_contracted,ANG-0001144,,M22422501R,136000.0,FAT-0002278,pranuar,URDH-0002079,False
PRJ-003061,REQ-003062,REF-83913-04-30-2026,procured_and_contracted,ANG-0001144,,M22422501R,136000.0,FAT-0002279,refuzuar,,False
PRJ-003062,,,never_procured,,,,,,,,
PRJ-003063,,,never_procured,,,,,,,,
PRJ-003064,,,never_procured,,,,,,,,
PRJ-003065,REQ-003066,REF-83910-04-30-2026,procured_and_contracted,ANG-0001145,KontratëNr-0001146,L18328201N,24.9,FAT-0002280,pranuar,URDH-0002080,False
PRJ-003065,REQ-003066,REF-83910-04-30-2026,procured_and_contracted,ANG-0001145,KontratëNr-0001146,L18328201N,24.9,FAT-0002281,pranuar,URDH-0002081,False
PRJ-003066,,,never_procured,,,,,,,,
PRJ-003067,REQ-003068,REF-83988-04-30-2026,procured_and_contracted,ANG-0001141,KontratëNr-0001142,K21405001N,135600.0,FAT-0002273,pranuar,URDH-0002074,False
PRJ-003067,REQ-003068,REF-83988-04-30-2026,procured_and_contracted,ANG-0001141,KontratëNr-0001142,K21405001N,135600.0,FAT-0002274,pranuar,URDH-0002075,False
PRJ-003067,REQ-003068,REF-83988-04-30-2026,procured_and_contracted,ANG-0001141,KontratëNr-0001142,K21405001N,135600.0,FAT-0002275,pranuar,URDH-0002076,False
PRJ-003068,REQ-003069,REF-83947-04-30-2026,procured_and_contracted,ANG-0001148,KontratëNr-0001149,M31417021V,1780000.0,FAT-0002285,refuzuar,,False
PRJ-003069,,,never_procured,,,,,,,,
PRJ-003070,,,never_procured,,,,,,,,
PRJ-003071,,,never_procured,,,,,,,,
PRJ-003072,,,never_procured,,,,,,,,
PRJ-003073,,,never_procured,,,,,,,,
PRJ-003074,,,never_procured,,,,,,,,
PRJ-003075,REQ-003076,REF-83798-04-29-2026,procured_and_contracted,ANG-0001129,KontratëNr-0001130,K61704005H,8000.0,FAT-0002250,pranuar,URDH-0002051,False
PRJ-003075,REQ-003076,REF-83798-04-29-2026,procured_and_contracted,ANG-0001129,KontratëNr-0001130,K61704005H,8000.0,FAT-0002251,pranuar,URDH-0002052,False
PRJ-003075,REQ-003076,REF-83798-04-29-2026,procured_and_contracted,ANG-0001129,KontratëNr-0001130,K61704005H,8000.0,FAT-0002252,pranuar,URDH-0002053,False
PRJ-003076,,,never_procured,,,,,,,,
PRJ-003077,,,never_procured,,,,,,,,
PRJ-003078,REQ-003079,REF-83831-04-29-2026,procured_and_contracted,ANG-0001137,KontratëNr-0001138,,0.0,FAT-0002266,pranuar,URDH-0002067,False
PRJ-003079,REQ-003080,REF-83791-04-29-2026,procured_and_contracted,ANG-0001130,,K92201080V,54380.0,FAT-0002253,pranuar,URDH-0002054,False
PRJ-003079,REQ-003080,REF-83791-04-29-2026,procured_and_contracted,ANG-0001130,,K92201080V,54380.0,FAT-0002254,pranuar,URDH-0002055,False
PRJ-003079,REQ-003080,REF-83791-04-29-2026,procured_and_contracted,ANG-0001130,,K92201080V,54380.0,FAT-0002255,pranuar,URDH-0002056,False
PRJ-003080,,,never_procured,,,,,,,,
PRJ-003081,,,never_procured,,,,,,,,
PRJ-003082,REQ-003083,REF-83849-04-29-2026,procured_and_contracted,ANG-0001131,KontratëNr-0001132,L72713403S,41666.0,FAT-0002256,pranuar,URDH-0002057,False
PRJ-003082,REQ-003083,REF-83849-04-29-2026,procured_and_contracted,ANG-0001131,KontratëNr-0001132,L72713403S,41666.0,FAT-0002257,pranuar,URDH-0002058,False
PRJ-003082,REQ-003083,REF-83849-04-29-2026,procured_and_contracted,ANG-0001131,KontratëNr-0001132,L72713403S,41666.0,FAT-0002258,pranuar,URDH-0002059,False
PRJ-003083,REQ-003084,REF-83834-04-29-2026,procured_and_contracted,ANG-0001134,,K14107001T,1584000.0,FAT-0002262,pranuar,URDH-0002063,False
PRJ-003084,REQ-003085,REF-83828-04-29-2026,procured_and_contracted,ANG-0001135,,K84602001Q,99500.0,FAT-0002263,pranuar,URDH-0002064,False
PRJ-003085,REQ-003086,REF-83809-04-29-2026,procured_and_contracted,ANG-0001132,KontratëNr-0001133,K92201080V,54380.0,FAT-0002259,pranuar,URDH-0002060,False
PRJ-003085,REQ-003086,REF-83809-04-29-2026,procured_and_contracted,ANG-0001132,KontratëNr-0001133,K92201080V,54380.0,FAT-0002260,pranuar,URDH-0002061,False
PRJ-003086,,,never_procured,,,,,,,,
PRJ-003087,REQ-003088,REF-83866-04-29-2026,procured_and_contracted,ANG-0001138,KontratëNr-0001139,L96611004A,95833.0,FAT-0002267,pranuar,URDH-0002068,False
PRJ-003087,REQ-003088,REF-83866-04-29-2026,procured_and_contracted,ANG-0001138,KontratëNr-0001139,L96611004A,95833.0,FAT-0002268,pranuar,URDH-0002069,False
PRJ-003088,REQ-003089,REF-83864-04-29-2026,procured_and_contracted,ANG-0001139,KontratëNr-0001140,J62426002Q,589700.0,FAT-0002269,pranuar,URDH-0002070,False
PRJ-003088,REQ-003089,REF-83864-04-29-2026,procured_and_contracted,ANG-0001139,KontratëNr-0001140,J62426002Q,589700.0,FAT-0002270,pranuar,URDH-0002071,False
PRJ-003088,REQ-003089,REF-83864-04-29-2026,procured_and_contracted,ANG-0001139,KontratëNr-0001140,J62426002Q,589700.0,FAT-0002271,pranuar,URDH-0002072,False
PRJ-003089,REQ-003090,REF-83862-04-29-2026,procured_and_contracted,ANG-0001140,KontratëNr-0001141,L92019017V,349500.0,FAT-0002272,pranuar,URDH-0002073,False
PRJ-003090,REQ-003091,REF-83858-04-29-2026,procured_and_contracted,ANG-0001136,KontratëNr-0001137,L32222023L,289000.0,FAT-0002264,pranuar,URDH-0002065,False
PRJ-003090,REQ-003091,REF-83858-04-29-2026,procured_and_contracted,ANG-0001136,KontratëNr-0001137,L32222023L,289000.0,FAT-0002265,pranuar,URDH-0002066,False
PRJ-003091,REQ-003092,REF-83860-04-29-2026,procured_and_contracted,ANG-0001146,KontratëNr-0001147,J61909041K,22000.0,FAT-0002282,pranuar,URDH-0002082,False
PRJ-003091,REQ-003092,REF-83860-04-29-2026,procured_and_contracted,ANG-0001146,KontratëNr-0001147,J61909041K,22000.0,FAT-0002283,refuzuar,,False
PRJ-003092,REQ-003093,REF-83771-04-29-2026,procured_and_contracted,ANG-0001133,KontratëNr-0001134,K31915018E,630000.0,FAT-0002261,pranuar,URDH-0002062,False
PRJ-003093,,,never_procured,,,,,,,,
PRJ-003094,,,never_procured,,,,,,,,
PRJ-003095,REQ-003096,REF-83670-04-28-2026,procured_and_contracted,ANG-0001119,KontratëNr-0001120,K32801212M,260000.0,FAT-0002227,pranuar,URDH-0002031,False
PRJ-003096,,,never_procured,,,,,,,,
PRJ-003097,,,never_procured,,,,,,,,
PRJ-003098,REQ-003099,REF-83668-04-28-2026,procured_and_contracted,ANG-0001128,KontratëNr-0001129,L72411009A,54000.0,FAT-0002247,pranuar,URDH-0002048,False
PRJ-003098,REQ-003099,REF-83668-04-28-2026,procured_and_contracted,ANG-0001128,KontratëNr-0001129,L72411009A,54000.0,FAT-0002248,pranuar,URDH-0002049,False
PRJ-003098,REQ-003099,REF-83668-04-28-2026,procured_and_contracted,ANG-0001128,KontratëNr-0001129,L72411009A,54000.0,FAT-0002249,pranuar,URDH-0002050,False
PRJ-003099,REQ-003100,REF-83687-04-28-2026,procured_and_contracted,ANG-0001120,KontratëNr-0001121,J66902033R,100000.0,FAT-0002228,pranuar,URDH-0002032,False
PRJ-003099,REQ-003100,REF-83687-04-28-2026,procured_and_contracted,ANG-0001120,KontratëNr-0001121,J66902033R,100000.0,FAT-0002229,pranuar,URDH-0002033,False
PRJ-003099,REQ-003100,REF-83687-04-28-2026,procured_and_contracted,ANG-0001120,KontratëNr-0001121,J66902033R,100000.0,FAT-0002230,pranuar,URDH-0002034,False
PRJ-003100,REQ-003101,REF-83665-04-28-2026,procured_and_contracted,ANG-0001121,KontratëNr-0001122,,0.0,FAT-0002231,pranuar,URDH-0002035,False
PRJ-003100,REQ-003101,REF-83665-04-28-2026,procured_and_contracted,ANG-0001121,KontratëNr-0001122,,0.0,FAT-0002232,pranuar,URDH-0002036,False
PRJ-003100,REQ-003101,REF-83665-04-28-2026,procured_and_contracted,ANG-0001121,KontratëNr-0001122,,0.0,FAT-0002233,pranuar,URDH-0002037,False
PRJ-003101,REQ-003102,REF-83657-04-28-2026,procured_and_contracted,ANG-0001114,KontratëNr-0001115,J66902033R,99790.0,FAT-0002214,pranuar,URDH-0002021,False
PRJ-003101,REQ-003102,REF-83657-04-28-2026,procured_and_contracted,ANG-0001114,KontratëNr-0001115,J66902033R,99790.0,FAT-0002215,refuzuar,,False
PRJ-003102,REQ-003103,REF-83609-04-28-2026,procured_and_contracted,ANG-0001122,KontratëNr-0001123,K91628009V,33750.0,FAT-0002234,pranuar,URDH-0002038,False
PRJ-003102,REQ-003103,REF-83609-04-28-2026,procured_and_contracted,ANG-0001122,KontratëNr-0001123,K91628009V,33750.0,FAT-0002235,pranuar,URDH-0002039,False
PRJ-003103,REQ-003104,REF-83610-04-28-2026,procured_and_contracted,ANG-0001127,KontratëNr-0001128,M52307052B,900000.0,FAT-0002246,pranuar,URDH-0002047,False
PRJ-003104,REQ-003105,REF-83696-04-28-2026,procured_and_contracted,ANG-0001116,KontratëNr-0001117,J61901033C,4830.0,FAT-0002219,pranuar,URDH-0002025,False
PRJ-003104,REQ-003105,REF-83696-04-28-2026,procured_and_contracted,ANG-0001116,KontratëNr-0001117,J61901033C,4830.0,FAT-0002220,pranuar,URDH-0002026,False
PRJ-003104,REQ-003105,REF-83696-04-28-2026,procured_and_contracted,ANG-0001116,KontratëNr-0001117,J61901033C,4830.0,FAT-0002221,refuzuar,,False
PRJ-003105,REQ-003106,REF-83615-04-28-2026,procured_and_contracted,ANG-0001125,KontratëNr-0001126,M46615005A,2221000.0,FAT-0002242,refuzuar,,False
PRJ-003106,REQ-003107,REF-83698-04-28-2026,procured_and_contracted,ANG-0001117,KontratëNr-0001118,M48110601O,100000.0,FAT-0002222,pranuar,URDH-0002027,False
PRJ-003106,REQ-003107,REF-83698-04-28-2026,procured_and_contracted,ANG-0001117,KontratëNr-0001118,M48110601O,100000.0,FAT-0002223,pranuar,URDH-0002028,False
PRJ-003106,REQ-003107,REF-83698-04-28-2026,procured_and_contracted,ANG-0001117,KontratëNr-0001118,M48110601O,100000.0,FAT-0002224,pranuar,URDH-0002029,False
PRJ-003107,REQ-003108,REF-83692-04-28-2026,procured_and_contracted,ANG-0001115,KontratëNr-0001116,M52317021A,239000.0,FAT-0002216,pranuar,URDH-0002022,False
PRJ-003107,REQ-003108,REF-83692-04-28-2026,procured_and_contracted,ANG-0001115,KontratëNr-0001116,M52317021A,239000.0,FAT-0002217,pranuar,URDH-0002023,False
PRJ-003107,REQ-003108,REF-83692-04-28-2026,procured_and_contracted,ANG-0001115,KontratëNr-0001116,M52317021A,239000.0,FAT-0002218,pranuar,URDH-0002024,False
PRJ-003108,,,never_procured,,,,,,,,
PRJ-003109,REQ-003110,REF-83292-04-24-2026,procured_and_contracted,ANG-0001123,,,0.0,FAT-0002236,refuzuar,,False
PRJ-003109,REQ-003110,REF-83292-04-24-2026,procured_and_contracted,ANG-0001123,,,0.0,FAT-0002237,pranuar,URDH-0002040,False
PRJ-003109,REQ-003110,REF-83292-04-24-2026,procured_and_contracted,ANG-0001123,,,0.0,FAT-0002238,pranuar,URDH-0002041,False
PRJ-003110,REQ-003111,REF-83661-04-28-2026,procured_and_contracted,ANG-0001126,KontratëNr-0001127,K31503045V,68850.0,FAT-0002243,pranuar,URDH-0002044,False
PRJ-003110,REQ-003111,REF-83661-04-28-2026,procured_and_contracted,ANG-0001126,KontratëNr-0001127,K31503045V,68850.0,FAT-0002244,pranuar,URDH-0002045,False
PRJ-003110,REQ-003111,REF-83661-04-28-2026,procured_and_contracted,ANG-0001126,KontratëNr-0001127,K31503045V,68850.0,FAT-0002245,pranuar,URDH-0002046,False
PRJ-003111,REQ-003112,REF-83631-04-28-2026,procured_and_contracted,ANG-0001118,KontratëNr-0001119,K92201080V,108760.0,FAT-0002225,refuzuar,,False
