numri_angazhimit,numri_kerkeses_blerje,numri_kontrates,lloji_ub,blerësi,data_krijimit,statusi,kodi_projekti,kodi_llogarie_ekonomike,kodi_institucioni,nipt_perfituesit,vlera_angazhuar,statusi_aprovuar,periudha_muaji,periudha_viti,kodi_ministrie_linje,kodi_kapitulli,kodi_programi,kodi_entitet_qeverises,kodi_thesar_dege,kodi_tip_buxheti
ANG-0001657,INST-0915-2026-001657,KontratëNr-0001658,Standarte,Blerës 68,2026-06-18,Aprovuar,PRJ-002344,230,INST-0915,L72203025F,175000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,SHA,Shkodër,Buxheti i Shtetit
ANG-0001658,INST-0464-2026-001658,KontratëNr-0001659,Standarte,Blerës 190,2026-06-18,Aprovuar,PRJ-002347,231,INST-0464,M31625003A,98000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 1,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0001659,INST-0121-2026-001659,KontratëNr-0001660,Standarte,Blerës 68,2026-06-18,Aprovuar,PRJ-002352,231,INST-0121,L41629009A,289000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,Vendore,Vlorë,Të ardhura të trashiguara
ANG-0001660,INST-0121-2026-001660,KontratëNr-0001661,e_Planifikuar,Blerës 68,2026-06-18,Aprovuar,PRJ-002353,231,INST-0121,L92318009L,948120.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Vendore,Durrës,Financim i huaj
ANG-0001661,INST-0121-2026-001661,KontratëNr-0001662,Standarte,Blerës 66,2026-06-18,Aprovuar,PRJ-002354,231,INST-0121,K61731002D,11628788.44,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,SHA,Tiranë,Buxheti i Shtetit
ANG-0001662,INST-0121-2026-001662,KontratëNr-0001663,Standarte,Blerës 83,2026-06-18,Aprovuar,PRJ-002355,231,INST-0121,L32403002P,209800.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0001663,INST-0925-2026-001663,,e_Planifikuar,Blerës 103,2026-06-18,Aprovuar,PRJ-002349,231,INST-0925,L82008020I,412978.0,Po,6,2026,Ministria e Brendshme,Kapitulli 3,,SHA,Elbasan,Të ardhura të trashiguara
ANG-0001664,INST-0925-2026-001664,KontratëNr-0001665,e_Planifikuar,Blerës 126,2026-06-18,Aprovuar,PRJ-002350,231,INST-0925,L01322018T,95422.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 6,,Qendrore,Fier,Financim i huaj
ANG-0001665,INST-0925-2026-001665,KontratëNr-0001666,e_Planifikuar,Blerës 137,2026-06-18,Aprovuar,PRJ-002351,231,INST-0925,L87931901B,50000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Vendore,Fier,Financim i huaj
ANG-0001666,INST-0089-2026-001666,KontratëNr-0001667,Standarte,Blerës 35,2026-06-18,Aprovuar,PRJ-002356,230,INST-0089,L53316602C,95000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,SHA,Durrës,Të ardhura të trashiguara
ANG-0001667,INST-0136-2026-001667,KontratëNr-0001668,Standarte,Blerës 199,2026-06-18,Aprovuar,PRJ-002358,231,INST-0136,K71625019L,99000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0001668,INST-0652-2026-001668,KontratëNr-0001669,Standarte,Blerës 147,2026-06-18,Aprovuar,PRJ-002359,230,INST-0652,L38515201C,100000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 4,,Qendrore,Durrës,Të ardhura të trashiguara
ANG-0001669,INST-0958-2026-001669,KontratëNr-0001670,Standarte,Blerës 22,2026-06-18,Aprovuar,PRJ-002360,231,INST-0958,J67902012U,99000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0001670,INST-0958-2026-001670,KontratëNr-0001671,Standarte,Blerës 82,2026-06-18,Aprovuar,PRJ-002362,231,INST-0958,J67902012U,549000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,SHA,Korçë,Të ardhura të trashiguara
ANG-0001671,INST-0405-2026-001671,KontratëNr-0001672,Standarte,Blerës 141,2026-06-18,Aprovuar,PRJ-002345,231,INST-0405,L38515201C,100000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,SHA,Shkodër,Të ardhura të trashiguara
ANG-0001672,INST-1004-2026-001672,KontratëNr-0001673,Standarte,Blerës 73,2026-06-18,Aprovuar,PRJ-002361,231,INST-1004,K32725211G,219200.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Fier,Buxheti i Shtetit
ANG-0001673,INST-0507-2026-001673,KontratëNr-0001674,Standarte,Blerës 46,2026-06-18,Aprovuar,PRJ-002321,231,INST-0507,L51419022R,311100.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0001674,INST-0621-2026-001674,KontratëNr-0001675,Standarte,Blerës 189,2026-06-18,Aprovuar,PRJ-002319,230,INST-0621,,0.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0001675,INST-0172-2026-001675,KontratëNr-0001676,e_Planifikuar,Blerës 196,2026-06-19,Aprovuar,PRJ-002320,231,INST-0172,L87219004F,97000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 4,,SHA,Fier,Buxheti i Shtetit
ANG-0001676,INST-0621-2026-001676,KontratëNr-0001677,e_Planifikuar,Blerës 192,2026-06-19,Aprovuar,PRJ-002316,231,INST-0621,L31615017L,6728520.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,SHA,Shkodër,Të ardhura të trashiguara
ANG-0001677,INST-0621-2026-001677,KontratëNr-0001678,Standarte,Blerës 56,2026-06-19,Aprovuar,PRJ-002317,231,INST-0621,K11723003M,100000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,Vendore,Durrës,Buxheti i Shtetit
ANG-0001678,INST-0169-2026-001678,KontratëNr-0001679,e_Planifikuar,Blerës 136,2026-06-19,Aprovuar,PRJ-002318,230,INST-0169,J97426216L,99300.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,Qendrore,Fier,Buxheti i Shtetit
ANG-0001679,INST-0168-2026-001679,KontratëNr-0001680,e_Planifikuar,Blerës 44,2026-06-19,Aprovuar,PRJ-002323,230,INST-0168,M24716802D,1628000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0001680,INST-1012-2026-001680,KontratëNr-0001681,e_Planifikuar,Blerës 15,2026-06-19,Aprovuar,PRJ-002324,230,INST-1012,M33326401I,52333.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Vendore,Durrës,Financim i huaj
ANG-0001681,INST-0578-2026-001681,KontratëNr-0001682,Standarte,Blerës 50,2026-06-19,Aprovuar,PRJ-002325,230,INST-0578,L71421032N,827000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0001682,INST-0172-2026-001682,KontratëNr-0001683,Standarte,Blerës 30,2026-06-19,Aprovuar,PRJ-002330,230,INST-0172,L52606201T,738000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 4,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0001683,INST-1012-2026-001683,KontratëNr-0001684,Standarte,Blerës 73,2026-06-19,Aprovuar,PRJ-002332,231,INST-1012,K41420001V,489350.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 4,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0001684,INST-0172-2026-001684,KontratëNr-0001685,Standarte,Blerës 154,2026-06-19,Aprovuar,PRJ-002334,231,INST-0172,L12510413V,2758275.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,SHA,Elbasan,Buxheti i Shtetit
ANG-0001685,INST-0621-2026-001685,KontratëNr-0001686,e_Planifikuar,Blerës 56,2026-06-19,Aprovuar,PRJ-002322,231,INST-0621,,0.0,Po,6,2026,Ministria e Brendshme,Kapitulli 6,,Vendore,Elbasan,Financim i huaj
ANG-0001686,INST-0963-2026-001686,KontratëNr-0001687,Standarte,Blerës 5,2026-06-19,Aprovuar,PRJ-002288,230,INST-0963,M01321501F,98700.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0001687,INST-0099-2026-001687,KontratëNr-0001688,Standarte,Blerës 71,2026-06-19,Aprovuar,PRJ-002291,231,INST-0099,L81325026K,82800.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,SHA,Durrës,Financim i huaj
ANG-0001688,INST-0142-2026-001688,KontratëNr-0001689,e_Planifikuar,Blerës 164,2026-06-19,Aprovuar,PRJ-002294,230,INST-0142,K31528061N,42000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Qendrore,Shkodër,Financim i huaj
ANG-0001689,INST-1035-2026-001689,KontratëNr-0001690,Standarte,Blerës 126,2026-06-19,Aprovuar,PRJ-002296,231,INST-1035,M09801601L,41667.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0001690,INST-1035-2026-001690,KontratëNr-0001691,e_Planifikuar,Blerës 71,2026-06-19,Aprovuar,PRJ-002297,230,INST-1035,J71519004W,690000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 4,,SHA,Korçë,Të ardhura të trashiguara
ANG-0001691,INST-1035-2026-001691,KontratëNr-0001692,e_Planifikuar,Blerës 86,2026-06-19,Aprovuar,PRJ-002298,231,INST-1035,M51602049J,97000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,Qendrore,Elbasan,Buxheti i Shtetit
ANG-0001692,INST-0621-2026-001692,KontratëNr-0001693,Standarte,Blerës 181,2026-06-19,Aprovuar,PRJ-002299,231,INST-0621,M51602049J,244000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0001693,INST-0099-2026-001693,KontratëNr-0001694,Standarte,Blerës 71,2026-06-19,Aprovuar,PRJ-002300,231,INST-0099,L92204011T,98890.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Vendore,Shkodër,Financim i huaj
ANG-0001694,INST-0098-2026-001694,KontratëNr-0001695,e_Planifikuar,Blerës 198,2026-06-19,Aprovuar,PRJ-002292,231,INST-0098,M03002001N,798190.0,Po,6,2026,Ministria e Brendshme,Kapitulli 1,,Qendrore,Durrës,Financim i huaj
ANG-0001695,INST-0621-2026-001695,KontratëNr-0001696,Standarte,Blerës 95,2026-06-19,Aprovuar,PRJ-002279,230,INST-0621,L61606040D,37062.5,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,SHA,Shkodër,Financim i huaj
ANG-0001696,INST-0960-2026-001696,KontratëNr-0001697,Standarte,Blerës 173,2026-06-19,Aprovuar,PRJ-002282,231,INST-0960,J61826012K,81268.15,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0001697,INST-0122-2026-001697,KontratëNr-0001698,Standarte,Blerës 157,2026-06-19,Aprovuar,PRJ-002301,231,INST-0122,M52213505B,698000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,SHA,Fier,Të ardhura të trashiguara
ANG-0001698,INST-0337-2026-001698,KontratëNr-0001699,Standarte,Blerës 180,2026-06-19,Aprovuar,PRJ-002305,230,INST-0337,K31610091Q,99920.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Shkodër,Financim i huaj
ANG-0001699,INST-0579-2026-001699,,e_Planifikuar,Blerës 189,2026-06-19,Aprovuar,PRJ-002285,230,INST-0579,K31528061N,92000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Shkodër,Financim i huaj
ANG-0001700,INST-0579-2026-001700,KontratëNr-0001701,Standarte,Blerës 141,2026-06-19,Aprovuar,PRJ-002286,231,INST-0579,L01325010Q,221000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,SHA,Vlorë,Buxheti i Shtetit
ANG-0001701,INST-0146-2026-001701,KontratëNr-0001702,Standarte,Blerës 43,2026-06-19,Aprovuar,PRJ-002295,230,INST-0146,M57403204K,970000.0,Po,6,2026,Ministria e Brendshme,Kapitulli 3,,SHA,Shkodër,Buxheti i Shtetit
ANG-0001702,INST-0175-2026-001702,KontratëNr-0001703,Standarte,Blerës 98,2026-06-19,Aprovuar,PRJ-002302,230,INST-0175,L51706022H,16800000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Qendrore,Elbasan,Buxheti i Shtetit
ANG-0001703,INST-0175-2026-001703,KontratëNr-0001704,e_Planifikuar,Blerës 158,2026-06-19,Aprovuar,PRJ-002303,231,INST-0175,L62205052L,296091000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,SHA,Fier,Financim i huaj
ANG-0001704,INST-0175-2026-001704,KontratëNr-0001705,Standarte,Blerës 116,2026-06-19,Aprovuar,PRJ-002304,230,INST-0175,L41825004O,159650.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,Vendore,Tiranë,Financim i huaj
ANG-0001705,INST-0970-2026-001705,,e_Planifikuar,Blerës 183,2026-06-19,Aprovuar,PRJ-002281,231,INST-0970,L42206505K,113500.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,SHA,Fier,Të ardhura të trashiguara
ANG-0001706,INST-0144-2026-001706,KontratëNr-0001707,Standarte,Blerës 175,2026-06-19,Aprovuar,PRJ-002289,231,INST-0144,K11807008V,1300905.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 4,,Vendore,Fier,Buxheti i Shtetit
ANG-0001707,INST-0123-2026-001707,KontratëNr-0001708,Standarte,Blerës 1,2026-06-19,Aprovuar,PRJ-002306,230,INST-0123,K97730102T,1957150.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Vendore,Elbasan,Financim i huaj
ANG-0001708,INST-0621-2026-001708,KontratëNr-0001709,Standarte,Blerës 23,2026-06-19,Aprovuar,PRJ-002239,230,INST-0621,K31528061N,559000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Shkodër,Buxheti i Shtetit
ANG-0001709,INST-0963-2026-001709,,Standarte,Blerës 96,2026-06-19,Aprovuar,PRJ-002268,230,INST-0963,J61827062E,5145200.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,SHA,Tiranë,Buxheti i Shtetit
ANG-0001710,INST-0624-2026-001710,KontratëNr-0001711,Standarte,Blerës 13,2026-06-19,Aprovuar,PRJ-002269,230,INST-0624,M22318016L,479500.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,SHA,Fier,Financim i huaj
ANG-0001711,INST-0621-2026-001711,,Standarte,Blerës 161,2026-06-19,Aprovuar,PRJ-002270,230,INST-0621,K31510153H,1144500.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001712,INST-0621-2026-001712,KontratëNr-0001713,Standarte,Blerës 118,2026-06-19,Aprovuar,PRJ-002271,230,INST-0621,K97006004D,16990000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,SHA,Korçë,Buxheti i Shtetit
ANG-0001713,INST-0621-2026-001713,KontratëNr-0001714,e_Planifikuar,Blerës 196,2026-06-20,Aprovuar,PRJ-002272,230,INST-0621,L97006001D,99600.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,Vendore,Elbasan,Buxheti i Shtetit
ANG-0001714,INST-0424-2026-001714,KontratëNr-0001715,Standarte,Blerës 176,2026-06-22,Aprovuar,PRJ-002274,231,INST-0424,L62513212V,56150.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001715,INST-0621-2026-001715,KontratëNr-0001716,Standarte,Blerës 179,2026-06-22,Aprovuar,PRJ-002240,230,INST-0621,J66902026L,206947.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,Qendrore,Fier,Financim i huaj
ANG-0001716,INST-0621-2026-001716,KontratëNr-0001717,e_Planifikuar,Blerës 94,2026-06-22,Aprovuar,PRJ-002267,231,INST-0621,J71907014E,424000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 4,,SHA,Vlorë,Të ardhura të trashiguara
ANG-0001717,INST-0621-2026-001717,KontratëNr-0001718,Standarte,Blerës 14,2026-06-22,Aprovuar,PRJ-002235,231,INST-0621,L81924026A,428000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0001718,INST-0587-2026-001718,KontratëNr-0001719,e_Planifikuar,Blerës 75,2026-06-22,Aprovuar,PRJ-002237,230,INST-0587,J91907002G,293000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 5,,SHA,Durrës,Buxheti i Shtetit
ANG-0001719,INST-0621-2026-001719,KontratëNr-0001720,e_Planifikuar,Blerës 77,2026-06-22,Aprovuar,PRJ-002254,230,INST-0621,K41602074K,99000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Qendrore,Vlorë,Financim i huaj
ANG-0001720,INST-0621-2026-001720,KontratëNr-0001721,e_Planifikuar,Blerës 85,2026-06-22,Aprovuar,PRJ-002264,230,INST-0621,L41817014E,812300.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Vendore,Korçë,Financim i huaj
ANG-0001721,INST-0621-2026-001721,KontratëNr-0001722,Standarte,Blerës 169,2026-06-22,Aprovuar,PRJ-002265,230,INST-0621,M41810021A,17675.0,Po,6,2026,Ministria e Brendshme,Kapitulli 3,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0001722,INST-1004-2026-001722,KontratëNr-0001723,Standarte,Blerës 89,2026-06-22,Aprovuar,PRJ-002275,230,INST-1004,L92406016G,15000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0001723,INST-0456-2026-001723,KontratëNr-0001724,Standarte,Blerës 150,2026-06-22,Aprovuar,PRJ-002217,230,INST-0456,M11417503F,976199.36,Po,6,2026,Ministria e Brendshme,Kapitulli 4,,Vendore,Korçë,Buxheti i Shtetit
ANG-0001724,INST-1011-2026-001724,KontratëNr-0001725,Standarte,Blerës 177,2026-06-22,Aprovuar,PRJ-002218,230,INST-1011,L71325019D,88606.0,Po,6,2026,Ministria e Brendshme,Kapitulli 1,,Vendore,Fier,Të ardhura të trashiguara
ANG-0001725,INST-0128-2026-001725,KontratëNr-0001726,e_Planifikuar,Blerës 137,2026-06-22,Aprovuar,PRJ-002219,230,INST-0128,L52208070A,100000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Qendrore,Elbasan,Financim i huaj
ANG-0001726,INST-0456-2026-001726,KontratëNr-0001727,e_Planifikuar,Blerës 198,2026-06-22,Aprovuar,PRJ-002220,231,INST-0456,L71907025V,785000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Vendore,Korçë,Financim i huaj
ANG-0001727,INST-0621-2026-001727,KontratëNr-0001728,e_Planifikuar,Blerës 152,2026-06-22,Aprovuar,PRJ-002222,230,INST-0621,M12910801M,88400.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,Vendore,Durrës,Të ardhura të trashiguara
ANG-0001728,INST-0963-2026-001728,KontratëNr-0001729,Standarte,Blerës 30,2026-06-22,Aprovuar,PRJ-002229,230,INST-0963,L22218008Q,253200.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,SHA,Vlorë,Financim i huaj
ANG-0001729,INST-0098-2026-001729,KontratëNr-0001730,Standarte,Blerës 162,2026-06-22,Aprovuar,PRJ-002225,230,INST-0098,M12218017P,99770.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 6,,SHA,Korçë,Buxheti i Shtetit
ANG-0001730,INST-0172-2026-001730,KontratëNr-0001731,e_Planifikuar,Blerës 10,2026-06-22,Aprovuar,PRJ-002231,230,INST-0172,L82428011G,188541.67,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,Qendrore,Tiranë,Financim i huaj
ANG-0001731,INST-0575-2026-001731,KontratëNr-0001732,Standarte,Blerës 134,2026-06-22,Aprovuar,PRJ-002216,230,INST-0575,K01515004T,405000.0,Po,6,2026,Ministria e Brendshme,Kapitulli 4,,Qendrore,Durrës,Të ardhura të trashiguara
ANG-0001732,INST-0122-2026-001732,KontratëNr-0001733,Standarte,Blerës 37,2026-06-22,Aprovuar,PRJ-002226,230,INST-0122,L32222023L,279000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 5,,Qendrore,Elbasan,Buxheti i Shtetit
ANG-0001733,INST-0173-2026-001733,KontratëNr-0001734,Standarte,Blerës 180,2026-06-22,Aprovuar,PRJ-002227,231,INST-0173,J71406006Q,236000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,Vendore,Tiranë,Financim i huaj
ANG-0001734,INST-0958-2026-001734,KontratëNr-0001735,Standarte,Blerës 174,2026-06-22,Aprovuar,PRJ-002230,231,INST-0958,K41510041C,339000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,Vendore,Elbasan,Financim i huaj
ANG-0001735,INST-0134-2026-001735,KontratëNr-0001736,e_Planifikuar,Blerës 41,2026-06-22,Aprovuar,PRJ-002233,230,INST-0134,L51419022R,389000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,SHA,Korçë,Të ardhura të trashiguara
ANG-0001736,INST-0621-2026-001736,KontratëNr-0001737,Standarte,Blerës 121,2026-06-22,Aprovuar,PRJ-002215,230,INST-0621,K01515004T,13.7,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0001737,INST-0915-2026-001737,KontratëNr-0001738,Standarte,Blerës 166,2026-06-22,Aprovuar,PRJ-002221,231,INST-0915,K21912001R,405000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0001738,INST-0006-2026-001738,KontratëNr-0001739,Standarte,Blerës 36,2026-06-22,Aprovuar,PRJ-002223,230,INST-0006,K84616001R,285000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 5,,Qendrore,Vlorë,Buxheti i Shtetit
ANG-0001739,INST-0175-2026-001739,KontratëNr-0001740,e_Planifikuar,Blerës 8,2026-06-22,Aprovuar,PRJ-002228,230,INST-0175,M28717102U,920000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,SHA,Korçë,Buxheti i Shtetit
ANG-0001740,INST-1004-2026-001740,KontratëNr-0001741,Standarte,Blerës 78,2026-06-22,Aprovuar,PRJ-002224,231,INST-1004,J61901194M,696000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Vendore,Elbasan,Financim i huaj
ANG-0001741,INST-0516-2026-001741,KontratëNr-0001742,Standarte,Blerës 13,2026-06-22,Aprovuar,PRJ-002232,231,INST-0516,L71619028E,662000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,SHA,Fier,Të ardhura të trashiguara
ANG-0001742,INST-0057-2026-001742,,Standarte,Blerës 10,2026-06-23,Aprovuar,PRJ-002198,230,INST-0057,L01606034A,735900.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Qendrore,Fier,Të ardhura të trashiguara
ANG-0001743,INST-0962-2026-001743,KontratëNr-0001744,Standarte,Blerës 105,2026-06-23,Aprovuar,PRJ-002199,230,INST-0962,,0.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,SHA,Durrës,Financim i huaj
ANG-0001744,INST-0621-2026-001744,KontratëNr-0001745,Standarte,Blerës 120,2026-06-23,Aprovuar,PRJ-002207,230,INST-0621,M11707049K,80000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 1,,SHA,Fier,Buxheti i Shtetit
ANG-0001745,INST-0127-2026-001745,KontratëNr-0001746,Standarte,Blerës 79,2026-06-23,Aprovuar,PRJ-002209,231,INST-0127,,0.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,SHA,Shkodër,Financim i huaj
ANG-0001746,INST-0565-2026-001746,KontratëNr-0001747,Standarte,Blerës 138,2026-06-23,Aprovuar,PRJ-002210,230,INST-0565,L02904408M,399000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Vendore,Tiranë,Financim i huaj
ANG-0001747,INST-0172-2026-001747,KontratëNr-0001748,Standarte,Blerës 59,2026-06-23,Aprovuar,PRJ-002211,231,INST-0172,J62903750A,83500.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,SHA,Korçë,Financim i huaj
ANG-0001748,INST-0134-2026-001748,KontratëNr-0001749,Standarte,Blerës 51,2026-06-23,Aprovuar,PRJ-002190,230,INST-0134,L52222066T,16606.67,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0001749,INST-0151-2026-001749,KontratëNr-0001750,Standarte,Blerës 29,2026-06-23,Aprovuar,PRJ-002192,231,INST-0151,K31503045V,279200.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,SHA,Elbasan,Të ardhura të trashiguara
ANG-0001750,INST-0450-2026-001750,KontratëNr-0001751,Standarte,Blerës 32,2026-06-23,Aprovuar,PRJ-002201,231,INST-0450,M21628036N,135000.0,Po,6,2026,Ministria e Brendshme,Kapitulli 1,,Qendrore,Durrës,Të ardhura të trashiguara
