numri_fatures,numri_angazhimit,nivf_nslf,data_fatures,data_mberritjes_regjistrimit,vlera_fatures,statusi,data_ndryshimit_statusit,arsyeja_refuzimit,furnitor_nipt,kodi_lloj_fature
FAT-0002528,ANG-0001250,NIVF-1218480524,2026-06-04,2026-06-07,349000.0,pranuar,2026-06-16,,K11324003F,sherbim
FAT-0002529,ANG-0001251,NIVF-3498186907,2026-06-17,2026-06-21,4246.85,pranuar,2026-06-25,,M02012007R,sherbim
FAT-0002530,ANG-0001251,NIVF-5188972218,2026-08-09,2026-08-13,70842.15,pranuar,2026-08-15,,M02012007R,sherbim
FAT-0002531,ANG-0001252,NIVF-8598493691,2026-06-14,2026-06-16,30383.46,pranuar,2026-06-23,,K66801001T,mall
FAT-0002532,ANG-0001252,NIVF-1423561914,2026-07-09,2026-07-13,22822.52,pranuar,2026-07-15,,K66801001T,mall
FAT-0002533,ANG-0001252,NIVF-2450677215,2026-09-04,2026-09-08,351494.02,pranuar,2026-09-16,,K66801001T,mall
FAT-0002534,ANG-0001253,NIVF-1228587625,2026-06-17,2026-06-17,273424.77,refuzuar,2026-06-25,Gabim në shumën e faturuar,K31528061N,mall
FAT-0002535,ANG-0001253,NIVF-1805551867,2026-08-01,2026-08-03,42124.25,pranuar,2026-08-11,,K31528061N,mall
FAT-0002536,ANG-0001253,NIVF-9722766997,2026-09-04,2026-09-05,178450.98,pranuar,2026-09-11,,K31528061N,mall
FAT-0002537,ANG-0001254,NIVF-8326563128,2026-06-07,2026-06-09,18391.56,pranuar,2026-06-15,,K62320012O,sherbim
FAT-0002538,ANG-0001254,NIVF-2404311013,2026-07-31,2026-08-04,6438.4,pranuar,2026-08-08,,K62320012O,sherbim
FAT-0002539,ANG-0001254,NIVF-6040495463,2026-08-22,2026-08-25,16170.03,pranuar,2026-08-31,,K62320012O,sherbim
FAT-0002540,ANG-0001255,NIVF-2441162867,2026-06-09,2026-06-11,8357.55,pranuar,2026-06-17,,L01508026P,mall
FAT-0002541,ANG-0001255,NIVF-6773832386,2026-07-06,2026-07-10,2787.13,pranuar,2026-07-12,,L01508026P,mall
FAT-0002542,ANG-0001255,NIVF-5555927877,2026-09-03,2026-09-04,4855.32,refuzuar,2026-09-10,Mospërputhje me kontratën,L01508026P,mall
FAT-0002543,ANG-0001256,NIVF-1743413646,2026-06-15,2026-06-19,244000.0,pranuar,2026-06-28,,L01508005Q,sherbim
FAT-0002544,ANG-0001257,NIVF-7475104712,2026-06-13,2026-06-16,42679.33,pranuar,2026-06-20,,K32508805W,mall
FAT-0002545,ANG-0001257,NIVF-9632030172,2026-07-05,2026-07-05,14291.34,pranuar,2026-07-10,,K32508805W,mall
FAT-0002546,ANG-0001257,NIVF-3815292706,2026-08-12,2026-08-16,43029.32,pranuar,2026-08-17,,K32508805W,mall
FAT-0002547,ANG-0001258,NIVF-7457013885,2026-06-17,2026-06-19,49496.76,pranuar,2026-06-24,,K31528061N,mall
FAT-0002548,ANG-0001258,NIVF-2889597808,2026-08-09,2026-08-10,106503.24,pranuar,2026-08-13,,K31528061N,mall
FAT-0002549,ANG-0001259,NIVF-8770567253,2026-06-17,2026-06-18,284375.0,pranuar,2026-06-26,,K66801001T,mall
FAT-0002550,ANG-0001260,NIVF-1485262222,2026-06-15,2026-06-19,62500.0,pranuar,2026-06-22,,K41420001V,mall
FAT-0002551,ANG-0001261,NIVF-7949522225,2026-06-12,2026-06-13,91902.01,pranuar,2026-06-16,,K16513001T,mall
FAT-0002552,ANG-0001261,NIVF-3144457349,2026-07-24,2026-07-25,88097.99,pranuar,2026-07-26,,K16513001T,mall
FAT-0002553,ANG-0001262,NIVF-5068823694,2026-06-06,2026-06-07,40472.66,pranuar,2026-06-08,,L62311016C,mall
FAT-0002554,ANG-0001262,NIVF-4809144860,2026-07-09,2026-07-10,63427.34,pranuar,2026-07-18,,L62311016C,mall
FAT-0002555,ANG-0001263,NIVF-3038714456,2026-06-17,2026-06-19,54079.68,pranuar,2026-06-21,,L96611004A,mall
FAT-0002556,ANG-0001263,NIVF-1887819612,2026-07-13,2026-07-15,264920.32,pranuar,2026-07-16,,L96611004A,mall
FAT-0002557,ANG-0001264,NIVF-1829027991,2026-06-17,2026-06-21,870.28,pranuar,2026-06-23,,K33710769Q,mall
FAT-0002558,ANG-0001264,NIVF-4294515761,2026-08-15,2026-08-19,12445.6,pranuar,2026-08-25,,K33710769Q,mall
FAT-0002559,ANG-0001265,NIVF-9428349849,2026-06-06,2026-06-07,58900.0,pranuar,2026-06-13,,M21517029S,sherbim
FAT-0002560,ANG-0001266,NIVF-8064456177,2026-06-18,2026-06-21,275000.0,pranuar,2026-06-27,,L32405034Q,mall
FAT-0002561,ANG-0001267,NIVF-4042398363,2026-06-06,2026-06-10,15333336.0,pranuar,2026-06-14,,K82731805K,sherbim
FAT-0002562,ANG-0001268,NIVF-3485981577,2026-06-20,2026-06-22,20284.77,pranuar,2026-07-01,,M52311039R,sherbim
FAT-0002563,ANG-0001268,NIVF-5080116517,2026-07-11,2026-07-14,78841.26,pranuar,2026-07-17,,M52311039R,sherbim
FAT-0002564,ANG-0001268,NIVF-6770370920,2026-09-06,2026-09-09,18573.96,pranuar,2026-09-16,,M52311039R,sherbim
FAT-0002565,ANG-0001269,NIVF-7259046998,2026-06-12,2026-06-12,98000.0,pranuar,2026-06-15,,L32224041T,sherbim
FAT-0002566,ANG-0001270,NIVF-2919039571,2026-06-15,2026-06-17,12773.94,pranuar,2026-06-18,,L47201206I,mall
FAT-0002567,ANG-0001270,NIVF-9446202403,2026-07-19,2026-07-20,52586.46,pranuar,2026-07-22,,L47201206I,mall
FAT-0002568,ANG-0001270,NIVF-3467405263,2026-09-04,2026-09-06,34639.61,refuzuar,2026-09-12,Mungesë dokumentacioni mbështetës,L47201206I,mall
FAT-0002569,ANG-0001271,NIVF-3905032866,2026-06-20,2026-06-23,1791139.6,pranuar,2026-06-27,,L87201401H,mall
FAT-0002570,ANG-0001271,NIVF-1618851206,2026-07-14,2026-07-17,688860.4,pranuar,2026-07-24,,L87201401H,mall
FAT-0002571,ANG-0001272,NIVF-2472150010,2026-06-11,2026-06-15,253300.12,refuzuar,2026-06-16,Mungesë dokumentacioni mbështetës,M51310002C,pune
FAT-0002572,ANG-0001272,NIVF-6015314665,2026-08-09,2026-08-12,363699.88,pranuar,2026-08-17,,M51310002C,pune
FAT-0002573,ANG-0001273,NIVF-3571366274,2026-06-17,2026-06-19,79980.0,pranuar,2026-06-24,,M52213505B,sherbim
FAT-0002574,ANG-0001274,NIVF-7876245083,2026-06-06,2026-06-07,60000.0,pranuar,2026-06-16,,K36306934K,sherbim
FAT-0002575,ANG-0001275,NIVF-5918986634,2026-06-08,2026-06-10,1019.39,pranuar,2026-06-18,,M26620203T,sherbim
FAT-0002576,ANG-0001275,NIVF-3165290354,2026-07-05,2026-07-07,98268.95,pranuar,2026-07-14,,M26620203T,sherbim
FAT-0002577,ANG-0001275,NIVF-4421854991,2026-08-10,2026-08-13,78911.66,pranuar,2026-08-16,,M26620203T,sherbim
FAT-0002578,ANG-0001276,NIVF-3046963990,2026-06-13,2026-06-17,97615.36,pranuar,2026-06-22,,K62320012O,mall
FAT-0002579,ANG-0001276,NIVF-4386404694,2026-08-08,2026-08-11,101021.58,pranuar,2026-08-13,,K62320012O,mall
FAT-0002580,ANG-0001276,NIVF-2784136016,2026-09-17,2026-09-18,86863.07,pranuar,2026-09-18,,K62320012O,mall
FAT-0002581,ANG-0001277,NIVF-7940614344,2026-06-13,2026-06-13,18153.78,refuzuar,2026-06-20,Mospërputhje me kontratën,K31516061W,mall
FAT-0002582,ANG-0001277,NIVF-6620326990,2026-07-27,2026-07-31,29012.86,pranuar,2026-08-04,,K31516061W,mall
FAT-0002583,ANG-0001277,NIVF-7753360426,2026-08-30,2026-08-30,50291.7,pranuar,2026-09-04,,K31516061W,mall
FAT-0002584,ANG-0001278,NIVF-9038555760,2026-06-16,2026-06-16,375566.39,pranuar,2026-06-24,,L82008020I,sherbim
FAT-0002585,ANG-0001278,NIVF-7478209993,2026-07-26,2026-07-28,94433.61,pranuar,2026-08-01,,L82008020I,sherbim
FAT-0002586,ANG-0001279,NIVF-3041035262,2026-06-16,2026-06-16,27849.95,pranuar,2026-06-20,,M01419502G,pune
FAT-0002587,ANG-0001279,NIVF-5196966554,2026-08-10,2026-08-10,46286.59,pranuar,2026-08-15,,M01419502G,pune
FAT-0002588,ANG-0001280,NIVF-1329917933,2026-06-14,2026-06-14,19593.15,pranuar,2026-06-18,,K21511002I,sherbim
FAT-0002589,ANG-0001280,NIVF-3432047482,2026-07-05,2026-07-06,259822.84,pranuar,2026-07-13,,K21511002I,sherbim
FAT-0002590,ANG-0001280,NIVF-1544081393,2026-08-11,2026-08-12,26734.01,pranuar,2026-08-15,,K21511002I,sherbim
FAT-0002591,ANG-0001281,NIVF-4892230612,2026-06-18,2026-06-20,148905.35,pranuar,2026-06-27,,M21517029S,pune
FAT-0002592,ANG-0001281,NIVF-5193516132,2026-08-08,2026-08-11,112063.87,pranuar,2026-08-12,,M21517029S,pune
FAT-0002593,ANG-0001282,NIVF-6819507529,2026-06-21,2026-06-21,21250.0,pranuar,2026-06-25,,L42215015J,sherbim
FAT-0002594,ANG-0001283,NIVF-9007173509,2026-06-21,2026-06-25,620000.0,pranuar,2026-07-01,,J62903750A,mall
FAT-0002595,ANG-0001284,NIVF-4400687100,2026-06-09,2026-06-11,299730.0,pranuar,2026-06-15,,K91425009A,sherbim
FAT-0002596,ANG-0001285,NIVF-1330977834,2026-06-19,2026-06-20,59650.0,pranuar,2026-06-28,,L01508026P,mall
FAT-0002597,ANG-0001286,NIVF-6514311952,2026-06-13,2026-06-16,2016.67,pranuar,2026-06-18,,K01529003M,mall
FAT-0002598,ANG-0001286,NIVF-7675362349,2026-07-13,2026-07-16,10123.05,pranuar,2026-07-21,,K01529003M,mall
FAT-0002599,ANG-0001286,NIVF-7356242218,2026-08-21,2026-08-23,17860.28,pranuar,2026-08-25,,K01529003M,mall
FAT-0002600,ANG-0001287,NIVF-7925074418,2026-06-09,2026-06-10,28600.0,pranuar,2026-06-18,,K91530017T,pune
FAT-0002601,ANG-0001288,NIVF-3573793657,2026-06-11,2026-06-14,4.41,pranuar,2026-06-15,,L91323013Q,pune
FAT-0002602,ANG-0001288,NIVF-5131396280,2026-07-21,2026-07-21,25.88,pranuar,2026-07-29,,L91323013Q,pune
FAT-0002603,ANG-0001288,NIVF-4129879873,2026-09-16,2026-09-16,64.71,pranuar,2026-09-18,,L91323013Q,pune
FAT-0002604,ANG-0001289,NIVF-2921636708,2026-06-20,2026-06-20,149620.24,pranuar,2026-06-23,,K87628701K,mall
FAT-0002605,ANG-0001289,NIVF-9239622841,2026-08-07,2026-08-07,5684.8,pranuar,2026-08-16,,K87628701K,mall
FAT-0002606,ANG-0001289,NIVF-6447854427,2026-09-06,2026-09-08,253932.84,pranuar,2026-09-15,,K87628701K,mall
FAT-0002607,ANG-0001290,NIVF-3242182131,2026-06-20,2026-06-24,1873.04,pranuar,2026-06-25,,L91612011A,mall
FAT-0002608,ANG-0001290,NIVF-2595779760,2026-07-14,2026-07-18,3076.96,pranuar,2026-07-19,,L91612011A,mall
FAT-0002609,ANG-0001291,NIVF-6361534321,2026-06-12,2026-06-12,33125.61,pranuar,2026-06-21,,K99302401T,mall
FAT-0002610,ANG-0001291,NIVF-7576096515,2026-07-09,2026-07-11,55549.85,pranuar,2026-07-20,,K99302401T,mall
FAT-0002611,ANG-0001291,NIVF-1816317123,2026-09-01,2026-09-01,10324.54,pranuar,2026-09-08,,K99302401T,mall
FAT-0002612,ANG-0001292,NIVF-8732535139,2026-06-20,2026-06-20,368400.0,pranuar,2026-06-29,,L41726016Q,mall
FAT-0002613,ANG-0001293,NIVF-2227200587,2026-06-10,2026-06-12,467500.0,pranuar,2026-06-15,,K66801001T,mall
FAT-0002614,ANG-0001294,NIVF-7721415320,2026-06-08,2026-06-09,2586.93,pranuar,2026-06-14,,K71819029R,pune
FAT-0002615,ANG-0001294,NIVF-1808837586,2026-07-02,2026-07-06,9913.07,refuzuar,2026-07-10,Mungesë dokumentacioni mbështetës,K71819029R,pune
FAT-0002616,ANG-0001295,NIVF-6626656792,2026-06-11,2026-06-15,22195.22,pranuar,2026-06-22,,L81512021D,mall
FAT-0002617,ANG-0001295,NIVF-2790476286,2026-07-20,2026-07-21,377794.78,pranuar,2026-07-23,,L81512021D,mall
FAT-0002618,ANG-0001296,NIVF-9527729359,2026-06-19,2026-06-20,15067.15,pranuar,2026-06-26,,J61814028F,mall
FAT-0002619,ANG-0001296,NIVF-4783780034,2026-07-26,2026-07-28,9432.85,pranuar,2026-07-29,,J61814028F,mall
FAT-0002620,ANG-0001297,NIVF-1996809663,2026-06-14,2026-06-14,34670.07,pranuar,2026-06-22,,J91809007H,mall
FAT-0002621,ANG-0001297,NIVF-8469208874,2026-07-29,2026-08-02,595329.93,pranuar,2026-08-08,,J91809007H,mall
FAT-0002622,ANG-0001298,NIVF-3627094295,2026-06-14,2026-06-15,368900.0,pranuar,2026-06-17,,J66902008N,mall
FAT-0002623,ANG-0001299,NIVF-5728161107,2026-06-17,2026-06-20,78133.83,pranuar,2026-06-21,,M41824506K,mall
FAT-0002624,ANG-0001299,NIVF-2093824454,2026-08-03,2026-08-03,511766.17,pranuar,2026-08-06,,M41824506K,mall
FAT-0002625,ANG-0001300,NIVF-6661293013,2026-06-13,2026-06-13,243600.0,pranuar,2026-06-21,,K13909401G,mall
FAT-0002626,ANG-0001301,NIVF-2842889260,2026-06-18,2026-06-22,19391.79,pranuar,2026-06-30,,M51812029F,mall
FAT-0002627,ANG-0001301,NIVF-7316676714,2026-07-21,2026-07-24,80408.21,refuzuar,2026-08-02,Mungesë dokumentacioni mbështetës,M51812029F,mall
FAT-0002628,ANG-0001302,NIVF-4618374020,2026-06-22,2026-06-24,39095.76,pranuar,2026-06-25,,K62320012O,pune
FAT-0002629,ANG-0001302,NIVF-9272371654,2026-07-25,2026-07-25,4654.24,pranuar,2026-07-27,,K62320012O,pune
FAT-0002630,ANG-0001303,NIVF-5289398989,2026-06-09,2026-06-11,7194.73,pranuar,2026-06-12,,K62320012O,sherbim
FAT-0002631,ANG-0001303,NIVF-2149615390,2026-07-01,2026-07-03,83805.27,pranuar,2026-07-09,,K62320012O,sherbim
FAT-0002632,ANG-0001304,NIVF-8294117608,2026-06-17,2026-06-17,8000.0,pranuar,2026-06-22,,K74623801H,mall
FAT-0002633,ANG-0001305,NIVF-9703093041,2026-06-13,2026-06-16,0.0,pranuar,2026-06-21,,,sherbim
FAT-0002634,ANG-0001306,NIVF-5538373979,2026-06-16,2026-06-18,552.62,pranuar,2026-06-19,,K82215016U,mall
FAT-0002635,ANG-0001306,NIVF-4969311464,2026-07-16,2026-07-17,46316.54,pranuar,2026-07-18,,K82215016U,mall
FAT-0002636,ANG-0001306,NIVF-2033546296,2026-08-08,2026-08-12,12130.84,pranuar,2026-08-13,,K82215016U,mall
FAT-0002637,ANG-0001307,NIVF-3779608863,2026-06-18,2026-06-19,249900.0,pranuar,2026-06-21,,J62426002Q,pune
FAT-0002638,ANG-0001308,NIVF-5315018487,2026-06-19,2026-06-21,44834.46,pranuar,2026-06-22,,M44805601C,mall
FAT-0002639,ANG-0001308,NIVF-6691425181,2026-07-30,2026-08-01,5165.54,pranuar,2026-08-02,,M44805601C,mall
FAT-0002640,ANG-0001309,NIVF-1559309501,2026-06-24,2026-06-28,534499.0,pranuar,2026-07-06,,J61813529P,mall
FAT-0002641,ANG-0001310,NIVF-3590783724,2026-06-15,2026-06-16,23827991.0,pranuar,2026-06-25,,J99016203O,pune
FAT-0002642,ANG-0001311,NIVF-8666097097,2026-06-11,2026-06-11,53700.39,pranuar,2026-06-18,,L01325010Q,sherbim
FAT-0002643,ANG-0001311,NIVF-4899922996,2026-07-03,2026-07-07,32315.76,pranuar,2026-07-14,,L01325010Q,sherbim
FAT-0002644,ANG-0001311,NIVF-6448106092,2026-08-21,2026-08-21,5483.86,refuzuar,2026-08-25,Gabim në shumën e faturuar,L01325010Q,sherbim
FAT-0002645,ANG-0001312,NIVF-2221209503,2026-06-24,2026-06-24,48841.98,pranuar,2026-06-30,,M11714046V,sherbim
FAT-0002646,ANG-0001312,NIVF-6025761824,2026-07-14,2026-07-17,50158.02,pranuar,2026-07-21,,M11714046V,sherbim
FAT-0002647,ANG-0001313,NIVF-9176212080,2026-06-24,2026-06-28,20.09,pranuar,2026-07-06,,K42108801C,sherbim
FAT-0002648,ANG-0001313,NIVF-9390044856,2026-08-18,2026-08-22,76.18,pranuar,2026-08-25,,K42108801C,sherbim
FAT-0002649,ANG-0001314,NIVF-6306712192,2026-06-22,2026-06-22,129936.17,pranuar,2026-06-28,,L41307020G,mall
FAT-0002650,ANG-0001314,NIVF-5294011384,2026-07-19,2026-07-22,85063.83,pranuar,2026-07-31,,L41307020G,mall
FAT-0002651,ANG-0001315,NIVF-5214478884,2026-06-17,2026-06-18,9691767.5,pranuar,2026-06-22,,J87602809S,mall
FAT-0002652,ANG-0001315,NIVF-2095946441,2026-07-21,2026-07-24,3744534.82,pranuar,2026-07-29,,J87602809S,mall
FAT-0002653,ANG-0001315,NIVF-7688505248,2026-09-10,2026-09-10,28209402.48,pranuar,2026-09-11,,J87602809S,mall
FAT-0002654,ANG-0001316,NIVF-4061897091,2026-06-24,2026-06-28,35358.88,pranuar,2026-07-05,,L13726601G,mall
FAT-0002655,ANG-0001316,NIVF-5310068508,2026-08-22,2026-08-23,31641.12,pranuar,2026-08-24,,L13726601G,mall
FAT-0002656,ANG-0001317,NIVF-9384064518,2026-06-22,2026-06-25,16389.56,pranuar,2026-07-01,,L11326001A,mall
FAT-0002657,ANG-0001317,NIVF-3504359197,2026-08-15,2026-08-18,16001.13,pranuar,2026-08-23,,L11326001A,mall
FAT-0002658,ANG-0001317,NIVF-5969320360,2026-09-07,2026-09-07,113159.31,pranuar,2026-09-08,,L11326001A,mall
FAT-0002659,ANG-0001318,NIVF-3363787592,2026-06-14,2026-06-16,36866.29,pranuar,2026-06-22,,L13726601G,mall
FAT-0002660,ANG-0001318,NIVF-9792704172,2026-07-20,2026-07-23,30133.71,refuzuar,2026-07-28,Mungesë dokumentacioni mbështetës,L13726601G,mall
FAT-0002661,ANG-0001319,NIVF-6954242641,2026-06-24,2026-06-26,80701.95,refuzuar,2026-07-03,Gabim në shumën e faturuar,L11326001A,mall
FAT-0002662,ANG-0001319,NIVF-2889144934,2026-07-16,2026-07-17,41905.99,pranuar,2026-07-23,,L11326001A,mall
FAT-0002663,ANG-0001319,NIVF-3714047322,2026-09-03,2026-09-03,16942.06,pranuar,2026-09-04,,L11326001A,mall
FAT-0002664,ANG-0001320,NIVF-8289236092,2026-06-22,2026-06-23,48800.0,pranuar,2026-07-01,,M01321501F,pune
FAT-0002665,ANG-0001321,NIVF-1813445884,2026-06-20,2026-06-20,18363.33,pranuar,2026-06-28,,M11313029O,sherbim
FAT-0002666,ANG-0001321,NIVF-3542511889,2026-07-11,2026-07-12,181636.67,pranuar,2026-07-14,,M11313029O,sherbim
FAT-0002667,ANG-0001322,NIVF-8866945363,2026-06-22,2026-06-23,2719.75,pranuar,2026-07-01,,K62320012O,sherbim
FAT-0002668,ANG-0001322,NIVF-7520525936,2026-07-28,2026-07-30,780.25,pranuar,2026-08-03,,K62320012O,sherbim
FAT-0002669,ANG-0001323,NIVF-8329036210,2026-06-15,2026-06-17,94075.54,pranuar,2026-06-18,,K46523066Q,mall
FAT-0002670,ANG-0001323,NIVF-5252508091,2026-08-06,2026-08-09,21124.46,refuzuar,2026-08-13,Mungesë dokumentacioni mbështetës,K46523066Q,mall
FAT-0002671,ANG-0001324,NIVF-3559232115,2026-06-15,2026-06-15,31160.57,pranuar,2026-06-20,,L58604901R,mall
FAT-0002672,ANG-0001324,NIVF-7245369762,2026-07-30,2026-08-02,12589.43,pranuar,2026-08-10,,L58604901R,mall
FAT-0002673,ANG-0001325,NIVF-9775238027,2026-06-13,2026-06-16,250000.0,pranuar,2026-06-24,,L82916601N,pune
FAT-0002674,ANG-0001326,NIVF-4214646949,2026-06-25,2026-06-29,54776.14,pranuar,2026-07-03,,M22702001L,mall
FAT-0002675,ANG-0001326,NIVF-7494346093,2026-08-06,2026-08-08,44453.86,pranuar,2026-08-14,,M22702001L,mall
FAT-0002676,ANG-0001327,NIVF-7731790434,2026-06-26,2026-06-27,68707.81,pranuar,2026-06-29,,L71325019D,sherbim
FAT-0002677,ANG-0001327,NIVF-3087115993,2026-07-17,2026-07-18,129792.19,pranuar,2026-07-25,,L71325019D,sherbim
FAT-0002678,ANG-0001328,NIVF-1439036927,2026-06-16,2026-06-18,44793.6,pranuar,2026-06-23,,L91418502J,mall
FAT-0002679,ANG-0001328,NIVF-1966955969,2026-07-11,2026-07-14,82185.15,pranuar,2026-07-15,,L91418502J,mall
FAT-0002680,ANG-0001328,NIVF-8847512204,2026-08-23,2026-08-25,8021.24,pranuar,2026-08-27,,L91418502J,mall
FAT-0002681,ANG-0001329,NIVF-9994374715,2026-06-19,2026-06-20,28180.13,pranuar,2026-06-28,,K12201002T,mall
FAT-0002682,ANG-0001329,NIVF-5401481376,2026-08-15,2026-08-16,27399.39,pranuar,2026-08-22,,K12201002T,mall
FAT-0002683,ANG-0001330,NIVF-2841731820,2026-06-28,2026-06-29,56851.86,pranuar,2026-06-30,,M31316031U,pune
FAT-0002684,ANG-0001330,NIVF-1060019010,2026-08-12,2026-08-12,159648.14,pranuar,2026-08-15,,M31316031U,pune
FAT-0002685,ANG-0001331,NIVF-8713230788,2026-06-20,2026-06-22,34005.51,pranuar,2026-06-27,,K31528061N,pune
FAT-0002686,ANG-0001331,NIVF-9008746423,2026-08-18,2026-08-18,20234.49,pranuar,2026-08-27,,K31528061N,pune
FAT-0002687,ANG-0001332,NIVF-6902417310,2026-06-17,2026-06-20,13467.0,pranuar,2026-06-21,,L76414203K,sherbim
FAT-0002688,ANG-0001333,NIVF-7520194742,2026-06-26,2026-06-27,121186.63,pranuar,2026-06-28,,J91329003O,sherbim
FAT-0002689,ANG-0001333,NIVF-2594176760,2026-08-16,2026-08-17,83013.37,pranuar,2026-08-21,,J91329003O,sherbim
FAT-0002690,ANG-0001334,NIVF-4477918854,2026-06-19,2026-06-23,99900.0,pranuar,2026-06-29,,L76513002L,sherbim
FAT-0002691,ANG-0001335,NIVF-2451603812,2026-06-16,2026-06-20,52468.66,pranuar,2026-06-28,,J61901194M,sherbim
FAT-0002692,ANG-0001335,NIVF-9076079908,2026-07-23,2026-07-26,47531.34,pranuar,2026-07-27,,J61901194M,sherbim
FAT-0002693,ANG-0001336,NIVF-7314081108,2026-06-20,2026-06-23,73244.87,pranuar,2026-06-26,,M06916701U,mall
FAT-0002694,ANG-0001336,NIVF-9375830657,2026-08-16,2026-08-16,23789.51,pranuar,2026-08-18,,M06916701U,mall
FAT-0002695,ANG-0001336,NIVF-8765247366,2026-09-10,2026-09-14,2665.62,pranuar,2026-09-18,,M06916701U,mall
FAT-0002696,ANG-0001337,NIVF-1574047623,2026-06-24,2026-06-28,218000.0,pranuar,2026-07-05,,L22218008Q,sherbim
FAT-0002697,ANG-0001338,NIVF-9721822959,2026-06-17,2026-06-19,6250.87,pranuar,2026-06-20,,K21405001N,mall
FAT-0002698,ANG-0001338,NIVF-1340330152,2026-07-31,2026-07-31,12799.13,pranuar,2026-08-01,,K21405001N,mall
FAT-0002699,ANG-0001339,NIVF-2879542365,2026-06-15,2026-06-15,4852.05,pranuar,2026-06-24,,K41926801W,pune
FAT-0002700,ANG-0001339,NIVF-7733122803,2026-08-10,2026-08-14,3379.31,pranuar,2026-08-19,,K41926801W,pune
FAT-0002701,ANG-0001340,NIVF-2553917967,2026-06-22,2026-06-24,67802.9,pranuar,2026-06-25,,M32407021T,pune
FAT-0002702,ANG-0001340,NIVF-2209786571,2026-08-09,2026-08-13,147309.93,pranuar,2026-08-21,,M32407021T,pune
FAT-0002703,ANG-0001340,NIVF-3344345662,2026-09-05,2026-09-08,254787.17,pranuar,2026-09-12,,M32407021T,pune
FAT-0002704,ANG-0001341,NIVF-3558251979,2026-06-20,2026-06-21,522336.11,pranuar,2026-06-22,,M51414009M,pune
FAT-0002705,ANG-0001342,NIVF-2282285874,2026-06-21,2026-06-25,13031.34,pranuar,2026-07-02,,J72124001N,pune
FAT-0002706,ANG-0001342,NIVF-6562578098,2026-07-25,2026-07-29,76040.36,pranuar,2026-08-01,,J72124001N,pune
FAT-0002707,ANG-0001342,NIVF-5140060105,2026-09-11,2026-09-11,160928.3,pranuar,2026-09-16,,J72124001N,pune
FAT-0002708,ANG-0001343,NIVF-8467299011,2026-06-21,2026-06-22,240387.6,pranuar,2026-06-28,,M42203017M,pune
FAT-0002709,ANG-0001343,NIVF-6043514022,2026-07-13,2026-07-13,7612.4,pranuar,2026-07-16,,M42203017M,pune
FAT-0002710,ANG-0001344,NIVF-3259837470,2026-06-17,2026-06-20,142000.0,pranuar,2026-06-24,,L82029503P,pune
FAT-0002711,ANG-0001345,NIVF-9716565559,2026-06-24,2026-06-26,174246.88,pranuar,2026-07-01,,M11313029O,pune
FAT-0002712,ANG-0001345,NIVF-7176163649,2026-08-02,2026-08-05,1055533.12,pranuar,2026-08-08,,M11313029O,pune
FAT-0002713,ANG-0001346,NIVF-4970103420,2026-06-24,2026-06-26,99900.0,pranuar,2026-06-30,,J66902033R,pune
FAT-0002714,ANG-0001347,NIVF-9866231000,2026-06-25,2026-06-26,120835.0,refuzuar,2026-07-04,Fiskalizim i pavlefshëm,M32107014E,mall
FAT-0002715,ANG-0001348,NIVF-3790911302,2026-06-19,2026-06-21,445060.0,pranuar,2026-06-27,,K24010212N,mall
FAT-0002716,ANG-0001349,NIVF-2890126743,2026-06-28,2026-07-01,31281.56,refuzuar,2026-07-03,Mospërputhje me kontratën,M02403014N,mall
FAT-0002717,ANG-0001349,NIVF-7732651637,2026-08-25,2026-08-28,858538.44,pranuar,2026-09-01,,M02403014N,mall
FAT-0002718,ANG-0001350,NIVF-5539279349,2026-06-19,2026-06-19,488000.0,refuzuar,2026-06-26,Fiskalizim i pavlefshëm,K62404012G,mall
FAT-0002719,ANG-0001351,NIVF-3819525611,2026-06-20,2026-06-23,1081625.48,pranuar,2026-06-28,,K71707007Q,mall
FAT-0002720,ANG-0001351,NIVF-5443422930,2026-07-12,2026-07-14,732814.42,pranuar,2026-07-21,,K71707007Q,mall
FAT-0002721,ANG-0001351,NIVF-4472630218,2026-08-28,2026-08-30,129560.09,pranuar,2026-09-06,,K71707007Q,mall
FAT-0002722,ANG-0001352,NIVF-2509689029,2026-06-18,2026-06-18,271939.63,pranuar,2026-06-20,,L87312201H,mall
FAT-0002723,ANG-0001353,NIVF-8055816614,2026-06-19,2026-06-20,429990.0,pranuar,2026-06-29,,M46915401B,mall
FAT-0002724,ANG-0001354,NIVF-1380118036,2026-06-18,2026-06-20,59362.43,pranuar,2026-06-22,,K01421002H,mall
FAT-0002725,ANG-0001354,NIVF-7707412829,2026-08-12,2026-08-13,127187.57,pranuar,2026-08-18,,K01421002H,mall
FAT-0002726,ANG-0001355,NIVF-9509761462,2026-06-16,2026-06-18,82210.47,refuzuar,2026-06-25,Mungesë dokumentacioni mbështetës,J91809007H,mall
FAT-0002727,ANG-0001355,NIVF-7995975516,2026-08-07,2026-08-10,397789.53,pranuar,2026-08-19,,J91809007H,mall
FAT-0002728,ANG-0001356,NIVF-3811438684,2026-06-29,2026-07-01,133565.41,refuzuar,2026-07-10,Gabim në shumën e faturuar,L48720101F,mall
FAT-0002729,ANG-0001356,NIVF-7369617594,2026-07-28,2026-07-28,177106.88,pranuar,2026-08-03,,L48720101F,mall
