numri_urdherit_shpenzimit,numri_fatures,data_urdherit_shpenzimit,data_ekzekutimit_pageses,vlera_paguar_faktikisht,afati_aplikueshem_dite
URDH-0002743,FAT-0003000,2026-09-18,2026-09-18,9815.08,30
URDH-0002744,FAT-0003001,2026-06-29,2026-08-14,856525.27,30
URDH-0002745,FAT-0003002,2026-07-16,2026-07-16,605655.61,30
URDH-0002746,FAT-0003003,2026-09-07,2026-09-18,75211.8,30
URDH-0002747,FAT-0003004,2026-07-09,2026-07-26,47571.44,30
URDH-0002748,FAT-0003005,2026-09-13,2026-09-13,30119.99,30
URDH-0002749,FAT-0003007,2026-07-01,2026-07-21,122403.31,30
URDH-0002750,FAT-0003008,2026-07-31,2026-08-12,106767.33,30
URDH-0002751,FAT-0003009,2026-09-05,2026-09-18,10829.36,30
URDH-0002752,FAT-0003010,2026-07-08,2026-07-09,750000.0,30
URDH-0002753,FAT-0003011,2026-07-06,2026-07-12,27428.23,30
URDH-0002754,FAT-0003012,2026-08-18,2026-09-18,32905.62,30
URDH-0002755,FAT-0003013,2026-07-19,2026-07-19,8233.85,30
URDH-0002756,FAT-0003014,2026-09-03,2026-09-18,6616.15,30
URDH-0002757,FAT-0003015,2026-07-03,2026-07-14,494000.0,30
URDH-0002758,FAT-0003016,2026-07-01,2026-07-05,43629.77,30
URDH-0002759,FAT-0003017,2026-08-12,2026-08-12,34972.08,30
URDH-0002760,FAT-0003018,2026-09-18,2026-09-18,4503.16,30
URDH-0002761,FAT-0003019,2026-07-13,2026-07-14,120057.12,30
URDH-0002762,FAT-0003020,2026-08-24,2026-08-24,4942.88,30
URDH-0002763,FAT-0003021,2026-07-20,2026-07-20,80000.0,30
URDH-0002764,FAT-0003022,2026-07-19,2026-08-31,22149.06,30
URDH-0002765,FAT-0003023,2026-08-24,2026-08-24,77550.94,30
URDH-0002766,FAT-0003026,2026-07-05,2026-07-20,425128.96,30
URDH-0002767,FAT-0003027,2026-07-29,2026-08-24,324461.74,30
URDH-0002768,FAT-0003028,2026-09-17,2026-09-18,195929.3,30
URDH-0002769,FAT-0003029,2026-07-07,2026-07-22,482129.0,30
URDH-0002770,FAT-0003030,2026-08-29,2026-09-05,530455.1,30
URDH-0002771,FAT-0003031,2026-07-08,2026-07-08,36000.0,30
URDH-0002772,FAT-0003032,2026-07-15,2026-08-03,51361.7,30
URDH-0002773,FAT-0003033,2026-08-21,2026-08-21,178638.3,30
URDH-0002774,FAT-0003034,2026-07-10,2026-07-10,59546.67,30
URDH-0002775,FAT-0003035,2026-08-11,2026-08-19,40453.33,30
URDH-0002776,FAT-0003036,2026-07-15,2026-08-15,351322.41,30
URDH-0002777,FAT-0003037,2026-08-20,2026-08-20,172817.25,30
URDH-0002778,FAT-0003038,2026-07-19,2026-08-30,760542.32,30
URDH-0002779,FAT-0003039,2026-08-14,2026-08-31,219457.68,30
URDH-0002780,FAT-0003040,2026-07-01,2026-07-27,279000.0,30
URDH-0002781,FAT-0003041,2026-07-14,2026-07-14,100000.0,30
URDH-0002782,FAT-0003042,2026-07-01,2026-07-10,4116700.0,30
URDH-0002783,FAT-0003043,2026-07-10,2026-07-11,65253.19,30
URDH-0002784,FAT-0003044,2026-08-28,2026-09-03,34746.81,30
URDH-0002785,FAT-0003045,2026-07-21,2026-07-21,670000.0,30
URDH-0002786,FAT-0003046,2026-07-07,2026-07-26,78470.0,30
URDH-0002787,FAT-0003047,2026-07-15,2026-07-16,49583.51,30
URDH-0002788,FAT-0003050,2026-07-16,2026-07-29,1979828.34,30
URDH-0002789,FAT-0003051,2026-08-14,2026-08-14,397831.66,30
URDH-0002790,FAT-0003052,2026-07-13,2026-07-31,53900.0,30
URDH-0002791,FAT-0003053,2026-07-14,2026-08-03,3752.28,30
URDH-0002792,FAT-0003054,2026-08-01,2026-08-12,36247.72,30
URDH-0002793,FAT-0003055,2026-07-15,2026-07-18,49770.0,30
URDH-0002794,FAT-0003056,2026-07-18,2026-08-27,39000.0,30
URDH-0002795,FAT-0003057,2026-07-18,2026-07-18,257447.45,30
URDH-0002796,FAT-0003058,2026-08-24,2026-08-24,80552.55,30
URDH-0002797,FAT-0003059,2026-07-16,2026-07-16,55000.0,30
URDH-0002798,FAT-0003060,2026-07-16,2026-08-20,1637.81,30
URDH-0002799,FAT-0003061,2026-08-31,2026-09-11,72762.19,30
URDH-0002800,FAT-0003062,2026-07-15,2026-07-19,49736.04,30
URDH-0002801,FAT-0003063,2026-08-03,2026-09-18,223571.66,30
URDH-0002802,FAT-0003064,2026-08-26,2026-09-01,15692.3,30
URDH-0002803,FAT-0003065,2026-07-11,2026-07-11,108000.0,30
URDH-0002804,FAT-0003066,2026-07-16,2026-07-16,143000.0,30
URDH-0002805,FAT-0003067,2026-07-16,2026-07-29,5711403.67,30
URDH-0002806,FAT-0003068,2026-09-06,2026-09-11,10413468.11,30
URDH-0002807,FAT-0003069,2026-07-04,2026-07-19,10648.03,30
URDH-0002808,FAT-0003070,2026-08-13,2026-08-25,27251.97,30
URDH-0002809,FAT-0003071,2026-07-20,2026-07-20,147790.0,30
URDH-0002810,FAT-0003072,2026-07-15,2026-07-15,99957.24,30
URDH-0002811,FAT-0003074,2026-09-02,2026-09-08,510.21,30
URDH-0002812,FAT-0003075,2026-07-19,2026-07-19,8250.0,30
URDH-0002813,FAT-0003076,2026-07-10,2026-07-14,116666.5,30
URDH-0002814,FAT-0003077,2026-07-13,2026-07-21,3981.41,30
URDH-0002815,FAT-0003078,2026-08-23,2026-08-24,264018.59,30
URDH-0002816,FAT-0003079,2026-06-28,2026-08-22,54188.97,30
URDH-0002817,FAT-0003081,2026-07-19,2026-07-19,944825.0,30
URDH-0002818,FAT-0003082,2026-07-05,2026-07-25,311132.69,30
URDH-0002819,FAT-0003083,2026-08-04,2026-08-04,468867.31,30
URDH-0002820,FAT-0003084,2026-07-20,2026-07-25,1111369.42,30
URDH-0002821,FAT-0003085,2026-08-30,2026-09-10,208465.9,30
URDH-0002822,FAT-0003086,2026-07-06,2026-07-16,52546.88,30
URDH-0002823,FAT-0003087,2026-08-25,2026-09-03,205457.25,30
URDH-0002824,FAT-0003088,2026-09-18,2026-09-18,38065.87,30
URDH-0002825,FAT-0003089,2026-07-01,2026-07-01,25965.21,30
URDH-0002826,FAT-0003090,2026-07-30,2026-07-30,15898.5,30
URDH-0002827,FAT-0003091,2026-09-11,2026-09-18,12286.3,30
URDH-0002828,FAT-0003092,2026-07-13,2026-07-18,930000.0,30
URDH-0002829,FAT-0003093,2026-07-04,2026-08-13,150000.0,30
URDH-0002830,FAT-0003094,2026-07-10,2026-07-15,498001.13,30
URDH-0002831,FAT-0003095,2026-08-20,2026-09-03,359998.87,30
URDH-0002832,FAT-0003096,2026-07-06,2026-07-20,18781862.95,30
URDH-0002833,FAT-0003097,2026-07-30,2026-09-03,16763712.72,30
URDH-0002834,FAT-0003098,2026-09-18,2026-09-18,13353859.56,30
URDH-0002835,FAT-0003099,2026-07-09,2026-07-12,98640.0,30
URDH-0002836,FAT-0003101,2026-08-23,2026-09-05,6683.83,30
URDH-0002837,FAT-0003102,2026-09-12,2026-09-13,6373.76,30
URDH-0002838,FAT-0003103,2026-07-21,2026-07-21,50290.44,30
URDH-0002839,FAT-0003104,2026-08-09,2026-08-10,45831.23,30
URDH-0002840,FAT-0003105,2026-08-30,2026-08-30,2878.33,30
URDH-0002841,FAT-0003106,2026-07-08,2026-07-19,1138790.0,30
URDH-0002842,FAT-0003107,2026-07-13,2026-07-13,207295.97,30
URDH-0002843,FAT-0003108,2026-08-18,2026-08-27,406696.03,30
URDH-0002844,FAT-0003109,2026-07-07,2026-07-14,3976592.81,30
URDH-0002845,FAT-0003111,2026-07-11,2026-08-15,21992.79,30
URDH-0002846,FAT-0003112,2026-08-22,2026-09-03,44673.88,30
URDH-0002847,FAT-0003113,2026-07-03,2026-07-20,8251.29,30
URDH-0002848,FAT-0003114,2026-08-05,2026-08-20,138858.48,30
URDH-0002849,FAT-0003116,2026-07-09,2026-07-19,117195.14,30
URDH-0002850,FAT-0003117,2026-08-04,2026-08-04,127804.86,30
URDH-0002851,FAT-0003118,2026-07-05,2026-07-23,72800.0,30
URDH-0002852,FAT-0003119,2026-07-12,2026-08-09,44376.64,30
URDH-0002853,FAT-0003120,2026-07-30,2026-07-30,1772.68,30
URDH-0002854,FAT-0003121,2026-09-18,2026-09-18,53837.68,30
URDH-0002855,FAT-0003122,2026-07-14,2026-09-14,529837.7,30
URDH-0002856,FAT-0003123,2026-08-05,2026-08-26,390162.3,30
URDH-0002857,FAT-0003124,2026-07-16,2026-07-16,12000.0,30
URDH-0002858,FAT-0003126,2026-08-20,2026-08-22,222.36,30
URDH-0002859,FAT-0003127,2026-07-13,2026-07-27,29962.07,30
URDH-0002860,FAT-0003128,2026-08-21,2026-09-02,109287.93,30
URDH-0002861,FAT-0003129,2026-07-12,2026-07-12,236908.85,30
URDH-0002862,FAT-0003130,2026-08-22,2026-09-18,63691.15,30
URDH-0002863,FAT-0003131,2026-07-11,2026-07-16,859000.0,30
URDH-0002864,FAT-0003132,2026-07-06,2026-07-19,952000.0,30
URDH-0002865,FAT-0003133,2026-07-05,2026-07-28,57561.23,30
URDH-0002866,FAT-0003135,2026-07-13,2026-07-20,666672.09,30
URDH-0002867,FAT-0003136,2026-08-19,2026-08-29,190707.91,30
URDH-0002868,FAT-0003137,2026-07-10,2026-07-23,614593.0,30
URDH-0002869,FAT-0003138,2026-07-15,2026-07-19,95000.0,30
URDH-0002870,FAT-0003139,2026-07-01,2026-08-23,27791.73,30
URDH-0002871,FAT-0003140,2026-08-24,2026-08-29,782.84,30
URDH-0002872,FAT-0003141,2026-09-16,2026-09-18,4925.43,30
URDH-0002873,FAT-0003142,2026-07-14,2026-07-14,61264.9,30
URDH-0002874,FAT-0003143,2026-08-16,2026-08-16,31735.1,30
URDH-0002875,FAT-0003144,2026-07-09,2026-07-19,159416.12,30
URDH-0002876,FAT-0003145,2026-07-23,2026-08-02,287089.1,30
URDH-0002877,FAT-0003146,2026-08-26,2026-09-18,162494.78,30
URDH-0002878,FAT-0003147,2026-07-16,2026-07-16,100000.0,30
URDH-0002879,FAT-0003148,2026-07-04,2026-07-21,162819.77,30
URDH-0002880,FAT-0003149,2026-08-13,2026-08-31,65650.23,30
URDH-0002881,FAT-0003150,2026-07-19,2026-08-03,435889.37,30
URDH-0002882,FAT-0003151,2026-09-03,2026-09-03,376728.91,30
URDH-0002883,FAT-0003152,2026-07-22,2026-07-22,9979.53,30
URDH-0002884,FAT-0003153,2026-08-12,2026-08-28,114667.53,30
URDH-0002885,FAT-0003154,2026-07-07,2026-07-20,44372.47,30
URDH-0002886,FAT-0003155,2026-08-27,2026-09-01,12486.01,30
URDH-0002887,FAT-0003156,2026-07-03,2026-07-03,498798.5,30
URDH-0002888,FAT-0003157,2026-07-11,2026-07-24,64199.43,30
URDH-0002889,FAT-0003158,2026-08-07,2026-08-07,81948.88,30
URDH-0002890,FAT-0003159,2026-09-01,2026-09-14,3351.69,30
URDH-0002891,FAT-0003160,2026-07-09,2026-07-09,99667.0,30
URDH-0002892,FAT-0003161,2026-07-10,2026-08-02,17652.66,30
URDH-0002893,FAT-0003162,2026-09-03,2026-09-18,71947.34,30
URDH-0002894,FAT-0003164,2026-07-14,2026-08-31,54205.18,30
URDH-0002895,FAT-0003166,2026-07-08,2026-07-18,166433.08,30
URDH-0002896,FAT-0003167,2026-08-09,2026-08-09,744619.92,30
URDH-0002897,FAT-0003168,2026-07-13,2026-07-24,73032.02,30
URDH-0002898,FAT-0003169,2026-08-23,2026-08-23,25667.98,30
URDH-0002899,FAT-0003171,2026-07-29,2026-09-18,17673.86,30
URDH-0002900,FAT-0003172,2026-07-07,2026-07-21,80116.79,30
URDH-0002901,FAT-0003173,2026-08-23,2026-08-24,242220.52,30
URDH-0002902,FAT-0003174,2026-09-18,2026-09-18,383912.69,30
URDH-0002903,FAT-0003175,2026-07-17,2026-07-17,125000.0,30
URDH-0002904,FAT-0003176,2026-07-17,2026-08-07,378699.68,30
URDH-0002905,FAT-0003177,2026-08-18,2026-08-28,413539.37,30
URDH-0002906,FAT-0003178,2026-09-18,2026-09-18,31960.95,30
URDH-0002907,FAT-0003179,2026-07-19,2026-07-19,5089.93,30
URDH-0002908,FAT-0003180,2026-08-02,2026-08-20,75368.88,30
URDH-0002909,FAT-0003181,2026-09-18,2026-09-18,41041.19,30
URDH-0002910,FAT-0003182,2026-07-14,2026-07-28,0.0,30
URDH-0002911,FAT-0003183,2026-07-05,2026-07-16,642857.3,30
URDH-0002912,FAT-0003184,2026-08-01,2026-09-18,232142.7,30
URDH-0002913,FAT-0003185,2026-07-07,2026-08-09,234956.45,30
URDH-0002914,FAT-0003186,2026-08-20,2026-09-18,84621.99,30
URDH-0002915,FAT-0003187,2026-07-02,2026-07-11,26091.07,30
URDH-0002916,FAT-0003188,2026-08-12,2026-08-12,235688.0,30
URDH-0002917,FAT-0003189,2026-08-31,2026-09-18,27720.93,30
URDH-0002918,FAT-0003190,2026-07-14,2026-07-25,172500.0,30
URDH-0002919,FAT-0003191,2026-07-10,2026-07-10,267000.0,30
URDH-0002920,FAT-0003192,2026-07-08,2026-07-08,720558.61,30
URDH-0002921,FAT-0003193,2026-07-22,2026-07-28,16996.63,30
URDH-0002922,FAT-0003194,2026-09-06,2026-09-06,105119.97,30
URDH-0002923,FAT-0003195,2026-07-07,2026-08-09,37584.14,30
URDH-0002924,FAT-0003196,2026-08-01,2026-08-01,22339.2,30
URDH-0002925,FAT-0003197,2026-09-04,2026-09-12,156076.65,30
URDH-0002926,FAT-0003198,2026-07-06,2026-08-30,7541373.0,30
URDH-0002927,FAT-0003199,2026-07-17,2026-07-17,912920.71,30
URDH-0002928,FAT-0003200,2026-07-03,2026-07-16,18683.16,30
URDH-0002929,FAT-0003201,2026-07-30,2026-08-13,43816.84,30
URDH-0002930,FAT-0003202,2026-07-08,2026-07-13,98981.65,30
URDH-0002931,FAT-0003203,2026-07-17,2026-07-17,784000.0,30
URDH-0002932,FAT-0003204,2026-07-14,2026-08-15,2250.78,30
URDH-0002933,FAT-0003205,2026-08-05,2026-08-05,947.58,30
URDH-0002934,FAT-0003206,2026-09-05,2026-09-18,2778.45,30
URDH-0002935,FAT-0003207,2026-07-20,2026-08-09,393658.27,30
URDH-0002936,FAT-0003208,2026-08-17,2026-08-23,530341.73,30
URDH-0002937,FAT-0003209,2026-07-10,2026-07-10,141878.19,30
URDH-0002938,FAT-0003210,2026-09-01,2026-09-01,263121.81,30
URDH-0002939,FAT-0003212,2026-08-28,2026-09-18,359904.94,30
URDH-0002940,FAT-0003213,2026-09-18,2026-09-18,299337.32,30
URDH-0002941,FAT-0003214,2026-07-14,2026-07-14,107503.54,30
URDH-0002942,FAT-0003215,2026-08-16,2026-08-16,139934.47,30
URDH-0002943,FAT-0003216,2026-07-09,2026-07-18,250000.0,30
URDH-0002944,FAT-0003217,2026-07-09,2026-07-22,350000.0,30
URDH-0002945,FAT-0003218,2026-07-12,2026-07-12,129434.25,30
URDH-0002946,FAT-0003219,2026-08-06,2026-08-29,214294.19,30
URDH-0002947,FAT-0003220,2026-07-15,2026-07-25,79673.24,30
URDH-0002948,FAT-0003221,2026-08-13,2026-09-18,119878.72,30
URDH-0002949,FAT-0003222,2026-09-10,2026-09-18,24448.04,30
URDH-0002950,FAT-0003223,2026-07-11,2026-07-26,11098.59,30
URDH-0002951,FAT-0003224,2026-09-05,2026-09-18,34314.2,30
URDH-0002952,FAT-0003225,2026-07-11,2026-07-20,79500.0,30
URDH-0002953,FAT-0003226,2026-07-16,2026-07-30,76652.39,30
URDH-0002954,FAT-0003227,2026-08-01,2026-08-04,320910.84,30
URDH-0002955,FAT-0003228,2026-07-16,2026-07-16,9689.12,30
URDH-0002956,FAT-0003229,2026-09-01,2026-09-18,240280.88,30
URDH-0002957,FAT-0003230,2026-07-21,2026-09-16,33335.27,30
URDH-0002958,FAT-0003231,2026-09-09,2026-09-18,66569.73,30
URDH-0002959,FAT-0003232,2026-07-15,2026-07-31,220997.64,30
URDH-0002960,FAT-0003233,2026-09-03,2026-09-03,100163.78,30
URDH-0002961,FAT-0003234,2026-07-14,2026-07-14,43815.53,30
URDH-0002962,FAT-0003235,2026-08-22,2026-09-01,93114.47,30
URDH-0002963,FAT-0003236,2026-07-21,2026-09-11,137019.67,30
URDH-0002964,FAT-0003237,2026-06-28,2026-07-30,161143.6,30
URDH-0002965,FAT-0003238,2026-08-27,2026-08-31,17213.35,30
URDH-0002966,FAT-0003239,2026-07-17,2026-09-05,508358.03,30
URDH-0002967,FAT-0003240,2026-09-02,2026-09-10,140975.09,30
URDH-0002968,FAT-0003241,2026-07-09,2026-07-09,0.0,30
URDH-0002969,FAT-0003242,2026-07-30,2026-07-30,0.0,30
URDH-0002970,FAT-0003243,2026-07-13,2026-09-03,878.39,30
URDH-0002971,FAT-0003244,2026-07-30,2026-07-30,261449.61,30
URDH-0002972,FAT-0003245,2026-07-08,2026-07-21,80752957.88,30
URDH-0002973,FAT-0003246,2026-08-31,2026-09-16,16157377.53,30
URDH-0002974,FAT-0003247,2026-07-10,2026-07-23,12321.84,30
URDH-0002975,FAT-0003248,2026-08-19,2026-09-18,51397.24,30
URDH-0002976,FAT-0003249,2026-09-15,2026-09-18,183880.92,30
URDH-0002977,FAT-0003250,2026-07-08,2026-07-08,171500.0,30
URDH-0002978,FAT-0003251,2026-07-22,2026-08-03,0.0,30
URDH-0002979,FAT-0003252,2026-08-20,2026-08-28,0.0,30
URDH-0002980,FAT-0003253,2026-07-14,2026-07-27,7181106.82,30
URDH-0002981,FAT-0003254,2026-07-29,2026-08-06,188715.18,30
URDH-0002982,FAT-0003255,2026-07-17,2026-09-10,7903551.71,30
URDH-0002983,FAT-0003256,2026-08-26,2026-08-29,16896448.29,30
URDH-0002984,FAT-0003257,2026-06-30,2026-07-07,1049433.63,30
URDH-0002985,FAT-0003258,2026-08-17,2026-08-22,1150566.37,30
URDH-0002986,FAT-0003259,2026-07-22,2026-07-22,38612.73,30
URDH-0002987,FAT-0003260,2026-08-18,2026-08-18,1213.19,30
URDH-0002988,FAT-0003261,2026-08-27,2026-08-27,27174.08,30
URDH-0002989,FAT-0003263,2026-08-03,2026-08-03,34914.46,30
URDH-0002990,FAT-0003264,2026-09-09,2026-09-18,212.17,30
URDH-0002991,FAT-0003265,2026-07-09,2026-08-29,27625700.9,30
URDH-0002992,FAT-0003266,2026-09-06,2026-09-18,94554929.1,30
URDH-0002993,FAT-0003267,2026-07-08,2026-07-08,37308.11,30
URDH-0002994,FAT-0003268,2026-09-07,2026-09-09,78841.66,30
URDH-0002995,FAT-0003269,2026-09-18,2026-09-18,22438.23,30
URDH-0002996,FAT-0003270,2026-07-19,2026-08-14,125000.0,30
URDH-0002997,FAT-0003271,2026-07-07,2026-07-26,59400.0,30
URDH-0002998,FAT-0003272,2026-07-11,2026-08-07,70000.0,30
URDH-0002999,FAT-0003273,2026-07-19,2026-07-19,396163.05,30
URDH-0003000,FAT-0003274,2026-08-04,2026-09-18,12586.95,30
URDH-0003001,FAT-0003275,2026-07-19,2026-09-09,499999.0,30
URDH-0003002,FAT-0003276,2026-07-19,2026-08-02,51255.13,30
URDH-0003003,FAT-0003277,2026-08-26,2026-08-26,3429.4,30
URDH-0003004,FAT-0003278,2026-07-12,2026-07-12,28897.0,30
URDH-0003005,FAT-0003279,2026-07-04,2026-07-07,85560.35,30
URDH-0003006,FAT-0003280,2026-08-07,2026-09-18,4439.65,30
URDH-0003007,FAT-0003281,2026-07-15,2026-07-21,78979.73,30
URDH-0003008,FAT-0003282,2026-08-13,2026-08-25,1088.87,30
URDH-0003009,FAT-0003284,2026-07-18,2026-09-08,600562.79,30
URDH-0003010,FAT-0003285,2026-08-11,2026-08-15,329037.21,30
URDH-0003011,FAT-0003286,2026-07-11,2026-07-11,316498.55,30
URDH-0003012,FAT-0003287,2026-08-29,2026-09-06,532707.41,30
URDH-0003013,FAT-0003288,2026-07-08,2026-07-08,555684.0,30
URDH-0003014,FAT-0003289,2026-07-17,2026-07-17,27135.28,30
URDH-0003015,FAT-0003290,2026-08-26,2026-08-26,72727.72,30
URDH-0003016,FAT-0003291,2026-07-04,2026-07-24,99000.0,30
URDH-0003017,FAT-0003292,2026-07-24,2026-07-31,690000.0,30
URDH-0003018,FAT-0003295,2026-07-08,2026-07-08,42684.72,30
URDH-0003019,FAT-0003296,2026-08-19,2026-08-23,55315.28,30
URDH-0003020,FAT-0003297,2026-07-09,2026-07-09,192416.79,30
URDH-0003021,FAT-0003298,2026-08-02,2026-08-07,96583.21,30
URDH-0003022,FAT-0003299,2026-07-16,2026-07-31,293872.93,30
URDH-0003023,FAT-0003300,2026-08-16,2026-08-16,518414.44,30
URDH-0003024,FAT-0003301,2026-07-12,2026-07-20,706397.28,30
URDH-0003025,FAT-0003302,2026-09-01,2026-09-09,10922391.16,30
URDH-0003026,FAT-0003303,2026-07-18,2026-08-19,209800.0,30
URDH-0003027,FAT-0003305,2026-09-08,2026-09-17,221048.75,30
URDH-0003028,FAT-0003306,2026-07-12,2026-07-28,82707.21,30
URDH-0003029,FAT-0003307,2026-07-27,2026-09-15,12714.79,30
URDH-0003030,FAT-0003308,2026-07-18,2026-07-18,50000.0,30
URDH-0003031,FAT-0003309,2026-07-08,2026-07-23,21838.69,30
URDH-0003032,FAT-0003310,2026-08-04,2026-08-04,8185.55,30
URDH-0003033,FAT-0003312,2026-07-18,2026-09-10,78163.57,30
URDH-0003034,FAT-0003313,2026-09-11,2026-09-18,11768.31,30
URDH-0003035,FAT-0003314,2026-07-05,2026-07-05,6322.42,30
URDH-0003036,FAT-0003316,2026-09-18,2026-09-18,9568.9,30
URDH-0003037,FAT-0003317,2026-07-24,2026-07-24,8450.62,30
URDH-0003038,FAT-0003318,2026-08-25,2026-08-29,90549.38,30
URDH-0003039,FAT-0003319,2026-07-07,2026-07-07,340234.96,30
URDH-0003040,FAT-0003320,2026-08-18,2026-08-18,28892.65,30
URDH-0003041,FAT-0003321,2026-09-18,2026-09-18,179872.39,30
URDH-0003042,FAT-0003322,2026-07-07,2026-07-16,100000.0,30
URDH-0003043,FAT-0003323,2026-06-30,2026-07-10,99130.32,30
URDH-0003044,FAT-0003324,2026-07-31,2026-08-13,120069.68,30
URDH-0003045,FAT-0003325,2026-07-02,2026-07-16,311100.0,30
URDH-0003046,FAT-0003326,2026-07-04,2026-07-06,0.0,30
URDH-0003047,FAT-0003327,2026-07-18,2026-07-18,82257.99,30
URDH-0003048,FAT-0003328,2026-08-14,2026-09-02,14742.01,30
URDH-0003049,FAT-0003329,2026-07-17,2026-07-17,3445203.02,30
URDH-0003050,FAT-0003330,2026-08-24,2026-09-12,3283316.98,30
URDH-0003051,FAT-0003332,2026-07-11,2026-07-16,99300.0,30
URDH-0003052,FAT-0003333,2026-07-16,2026-07-16,1628000.0,30
URDH-0003053,FAT-0003335,2026-08-24,2026-09-18,18114.89,30
URDH-0003054,FAT-0003336,2026-07-13,2026-07-30,827000.0,30
URDH-0003055,FAT-0003337,2026-07-18,2026-07-18,692489.28,30
URDH-0003056,FAT-0003338,2026-08-19,2026-08-23,45510.72,30
URDH-0003057,FAT-0003340,2026-09-06,2026-09-06,13957.26,30
URDH-0003058,FAT-0003341,2026-06-28,2026-07-07,2758275.0,30
URDH-0003059,FAT-0003342,2026-07-17,2026-08-03,0.0,30
URDH-0003060,FAT-0003343,2026-08-10,2026-08-24,0.0,30
URDH-0003061,FAT-0003344,2026-09-15,2026-09-18,0.0,30
URDH-0003062,FAT-0003345,2026-07-11,2026-07-25,95429.94,30
URDH-0003063,FAT-0003346,2026-08-14,2026-08-30,3270.06,30
URDH-0003064,FAT-0003347,2026-07-01,2026-07-08,82800.0,30
URDH-0003065,FAT-0003348,2026-07-04,2026-08-24,42000.0,30
URDH-0003066,FAT-0003349,2026-07-03,2026-07-03,13300.35,30
URDH-0003067,FAT-0003350,2026-08-12,2026-08-12,28180.13,30
URDH-0003068,FAT-0003351,2026-07-15,2026-07-15,72608.2,30
URDH-0003069,FAT-0003352,2026-08-15,2026-09-02,196110.95,30
URDH-0003070,FAT-0003353,2026-09-18,2026-09-18,421280.85,30
URDH-0003071,FAT-0003354,2026-07-15,2026-08-14,38737.65,30
URDH-0003072,FAT-0003355,2026-08-30,2026-08-30,58262.35,30
URDH-0003073,FAT-0003356,2026-07-10,2026-07-26,142279.12,30
URDH-0003074,FAT-0003357,2026-09-14,2026-09-14,25833.18,30
URDH-0003075,FAT-0003358,2026-07-10,2026-07-13,98890.0,30
URDH-0003076,FAT-0003359,2026-07-10,2026-07-27,329286.93,30
URDH-0003077,FAT-0003360,2026-09-04,2026-09-18,348183.75,30
URDH-0003078,FAT-0003361,2026-07-09,2026-07-28,7932.96,30
URDH-0003079,FAT-0003362,2026-08-29,2026-09-17,29129.54,30
URDH-0003080,FAT-0003363,2026-07-17,2026-07-17,33520.68,30
URDH-0003081,FAT-0003364,2026-08-09,2026-08-15,47747.47,30
URDH-0003082,FAT-0003365,2026-07-09,2026-07-09,192828.88,30
URDH-0003083,FAT-0003366,2026-08-06,2026-08-28,194834.92,30
URDH-0003084,FAT-0003368,2026-07-17,2026-08-02,18956.25,30
URDH-0003085,FAT-0003369,2026-08-29,2026-08-29,80963.75,30
URDH-0003086,FAT-0003370,2026-07-03,2026-07-24,59772.08,30
URDH-0003087,FAT-0003371,2026-08-13,2026-08-13,32227.92,30
URDH-0003088,FAT-0003372,2026-07-06,2026-07-06,221000.0,30
URDH-0003089,FAT-0003373,2026-07-07,2026-07-09,260536.89,30
URDH-0003090,FAT-0003374,2026-09-14,2026-09-16,276512.88,30
URDH-0003091,FAT-0003375,2026-07-17,2026-07-17,16800000.0,30
URDH-0003092,FAT-0003376,2026-07-12,2026-07-12,3486548.07,30
URDH-0003093,FAT-0003377,2026-08-19,2026-09-13,192894104.54,30
URDH-0003094,FAT-0003379,2026-07-08,2026-09-13,149698.03,30
URDH-0003095,FAT-0003380,2026-08-03,2026-08-09,9951.97,30
URDH-0003096,FAT-0003381,2026-07-04,2026-07-10,73237.74,30
URDH-0003097,FAT-0003382,2026-08-18,2026-08-19,40262.26,30
URDH-0003098,FAT-0003383,2026-07-07,2026-07-07,1300905.0,30
URDH-0003099,FAT-0003384,2026-07-09,2026-07-28,325550.01,30
URDH-0003100,FAT-0003385,2026-08-22,2026-09-04,934576.54,30
URDH-0003101,FAT-0003386,2026-07-17,2026-07-25,180062.75,30
URDH-0003102,FAT-0003387,2026-09-01,2026-09-18,335377.77,30
URDH-0003103,FAT-0003388,2026-09-18,2026-09-18,43559.49,30
URDH-0003104,FAT-0003389,2026-07-01,2026-07-19,5145200.0,30
URDH-0003105,FAT-0003390,2026-07-08,2026-07-17,479500.0,30
URDH-0003106,FAT-0003391,2026-07-12,2026-07-17,132093.29,30
URDH-0003107,FAT-0003392,2026-08-22,2026-08-30,388954.49,30
URDH-0003108,FAT-0003393,2026-09-18,2026-09-18,623452.22,30
URDH-0003109,FAT-0003394,2026-07-12,2026-07-12,4574177.39,30
URDH-0003110,FAT-0003395,2026-09-05,2026-09-18,12415822.61,30
URDH-0003111,FAT-0003396,2026-07-20,2026-08-12,99600.0,30
URDH-0003112,FAT-0003397,2026-07-15,2026-07-21,40545.07,30
URDH-0003113,FAT-0003398,2026-08-01,2026-08-16,9341.43,30
URDH-0003114,FAT-0003399,2026-08-28,2026-08-28,6263.49,30
URDH-0003115,FAT-0003400,2026-07-15,2026-07-30,206947.0,30
URDH-0003116,FAT-0003401,2026-07-14,2026-07-19,424000.0,30
URDH-0003117,FAT-0003403,2026-07-12,2026-08-04,293000.0,30
